Step,Time_s,Height_m,Velocity_m/s,Potential_Energy_J,Kinetic_Energy_J,Total_Energy_J,Energy_Error_J
30400,    0.304000,    9.546839,   -2.981222,972569.35915149, 46163.50896393,***************,   1.5185364357
30500,    0.305000,    9.543853,   -2.991028,972265.14734191, 46467.71577833,***************,   1.5235316211
30600,    0.306000,    9.540857,   -3.000835,971959.93649517, 46772.92162988,***************,   1.5285268065
30700,    0.307000,    9.537851,   -3.010642,971653.72661128, 47079.12651859,***************,   1.5335219920
30800,    0.308000,    9.534836,   -3.020448,971346.51769023, 47386.33044445,***************,   1.5385171775
30900,    0.309000,    9.531810,   -3.030255,971038.30973202, 47694.53340748,***************,   1.5435123629
31000,    0.310000,    9.528775,   -3.040062,970729.10273665, 48003.73540766,***************,   1.5485075484
31100,    0.311000,    9.525730,   -3.049868,970418.89670413, 48313.93644499,***************,   1.5535027341
31200,    0.312000,    9.522675,   -3.059675,970107.69163445, 48625.13651949,***************,   1.5584979195
31300,    0.313000,    9.519611,   -3.069481,969795.48752761, 48937.33563114,***************,   1.5634931049
31400,    0.314000,    9.516536,   -3.079288,969482.28438362, 49250.53377995,***************,   1.5684882902
31500,    0.315000,    9.513452,   -3.089095,969168.08220246, 49564.73096592,***************,   1.5734834756
31600,    0.316000,    9.510358,   -3.098901,968852.88098415, 49879.92718904,***************,   1.5784786612
31700,    0.317000,    9.507254,   -3.108708,968536.68072869, 50196.12244932,***************,   1.5834738465
31800,    0.318000,    9.504141,   -3.118515,968219.48143606, 50513.31674676,***************,   1.5884690322
31900,    0.319000,    9.501017,   -3.128321,967901.28310628, 50831.51008136,***************,   1.5934642175
32000,    0.320000,    9.497884,   -3.138128,967582.08573934, 51150.70245311,***************,   1.5984594029
32100,    0.321000,    9.494741,   -3.147935,967261.88933525, 51470.89386202,***************,   1.6034545882
32200,    0.322000,    9.491588,   -3.157741,966940.69389399, 51792.08430809,***************,   1.6084497740
32300,    0.323000,    9.488425,   -3.167548,966618.49941558, 52114.27379132,***************,   1.6134449593
32400,    0.324000,    9.485253,   -3.177355,966295.30590001, 52437.46231170,***************,   1.6184401449
32500,    0.325000,    9.482070,   -3.187161,965971.11334729, 52761.64986924,***************,   1.6234353301
32600,    0.326000,    9.478878,   -3.196968,965645.92175741, 53086.83646394,***************,   1.6284305155
32700,    0.327000,    9.475676,   -3.206775,965319.73113037, 53413.02209579,***************,   1.6334257012
32800,    0.328000,    9.472465,   -3.216581,964992.54146617, 53740.20676480,***************,   1.6384208866
32900,    0.329000,    9.469243,   -3.226388,964664.35276481, 54068.39047097,***************,   1.6434160720
33000,    0.330000,    9.466012,   -3.236195,964335.16502630, 54397.57321430,***************,   1.6484112573
33100,    0.331000,    9.462771,   -3.246001,964004.97825063, 54727.75499478,***************,   1.6534064428
33200,    0.332000,    9.459520,   -3.255808,963673.79243781, 55058.93581242,***************,   1.6584016283
33300,    0.333000,    9.456259,   -3.265614,963341.60758782, 55391.11566722,***************,   1.6633968138
33400,    0.334000,    9.452988,   -3.275421,963008.42370068, 55724.29455918,***************,   1.6683919990
33500,    0.335000,    9.449708,   -3.285228,962674.24077638, 56058.47248829,***************,   1.6733871845
33600,    0.336000,    9.446418,   -3.295034,962339.05881493, 56393.64945456,***************,   1.6783823699
33700,    0.337000,    9.443118,   -3.304841,962002.87781632, 56729.82545799,***************,   1.6833775555
33800,    0.338000,    9.439808,   -3.314648,961665.69778055, 57067.00049857,***************,   1.6883727408
33900,    0.339000,    9.436488,   -3.324454,961327.51870762, 57405.17457631,***************,   1.6933679264
34000,    0.340000,    9.433159,   -3.334261,960988.34059753, 57744.34769121,***************,   1.6983631115
34100,    0.341000,    9.429820,   -3.344068,960648.16345029, 58084.51984327,***************,   1.7033582970
34200,    0.342000,    9.426471,   -3.353874,960306.98726589, 58425.69103248,***************,   1.7083534824
34300,    0.343000,    9.423112,   -3.363681,959964.81204434, 58767.86125885,***************,   1.7133486680
34400,    0.344000,    9.419743,   -3.373488,959621.63778562, 59111.03052238,***************,   1.7183438535
34500,    0.345000,    9.416365,   -3.383294,959277.46448975, 59455.19882307,***************,   1.7233390386
34600,    0.346000,    9.412977,   -3.393101,958932.29215672, 59800.36616091,***************,   1.7283342243
34700,    0.347000,    9.409579,   -3.402908,958586.12078654, 60146.53253591,***************,   1.7333294094
34800,    0.348000,    9.406171,   -3.412714,958238.95037919, 60493.69794807,***************,   1.7383245950
34900,    0.349000,    9.402753,   -3.422521,957890.78093469, 60841.86239738,***************,   1.7433197803
35000,    0.350000,    9.399326,   -3.432328,957541.61245304, 61191.02588385,***************,   1.7483149660
35100,    0.351000,    9.395888,   -3.442134,957191.44493422, 61541.18840748,***************,   1.7533101514
35200,    0.352000,    9.392441,   -3.451941,956840.27837825, 61892.34996827,***************,   1.7583053368
35300,    0.353000,    9.388984,   -3.461747,956488.11278512, 62244.51056621,***************,   1.7633005221
35400,    0.354000,    9.385518,   -3.471554,956134.94815483, 62597.67020132,***************,   1.7682957075
35500,    0.355000,    9.382041,   -3.481361,955780.78448739, 62951.82887357,***************,   1.7732908928
35600,    0.356000,    9.378555,   -3.491167,955425.62178279, 63306.98658299,***************,   1.7782860784
35700,    0.357000,    9.375059,   -3.500974,955069.46004103, 63663.14332956,***************,   1.7832812639
35800,    0.358000,    9.371553,   -3.510781,954712.29926212, 64020.29911329,***************,   1.7882764490
35900,    0.359000,    9.368037,   -3.520587,954354.13944604, 64378.45393418,***************,   1.7932716345
36000,    0.360000,    9.364511,   -3.530394,953994.98059281, 64737.60779223,***************,   1.7982668199
36100,    0.361000,    9.360976,   -3.540201,953634.82270242, 65097.76068743,***************,   1.8032620054
36200,    0.362000,    9.357431,   -3.550007,953273.66577488, 65458.91261979,***************,   1.8082571907
36300,    0.363000,    9.353876,   -3.559814,952911.50981018, 65821.06358930,***************,   1.8132523762
36400,    0.364000,    9.350311,   -3.569621,952548.35480832, 66184.21359598,***************,   1.8182475613
36500,    0.365000,    9.346737,   -3.579427,952184.20076930, 66548.36263981,***************,   1.8232427470
36600,    0.366000,    9.343152,   -3.589234,951819.04769313, 66913.51072080,***************,   1.8282379323
36700,    0.367000,    9.339558,   -3.599041,951452.89557980, 67279.65783894,***************,   1.8332331178
36800,    0.368000,    9.335954,   -3.608847,951085.74442931, 67646.80399425,***************,   1.8382283032
36900,    0.369000,    9.332340,   -3.618654,950717.59424166, 68014.94918671,***************,   1.8432234887
37000,    0.370000,    9.328717,   -3.628461,950348.44501686, 68384.09341633,***************,   1.8482186740
37100,    0.371000,    9.325083,   -3.638267,949978.29675490, 68754.23668310,***************,   1.8532138591
37200,    0.372000,    9.321440,   -3.648074,949607.14945578, 69125.37898703,***************,   1.8582090448
37300,    0.373000,    9.317787,   -3.657880,949235.00311950, 69497.52032812,***************,   1.8632042301
37400,    0.374000,    9.314124,   -3.667687,948861.85774607, 69870.66070637,***************,   1.8681994155
37500,    0.375000,    9.310452,   -3.677494,948487.71333548, 70244.80012177,***************,   1.8731946007
37600,    0.376000,    9.306769,   -3.687300,948112.56988774, 70619.93857434,***************,   1.8781897861
37700,    0.377000,    9.303077,   -3.697107,947736.42740283, 70996.07606406,***************,   1.8831849715
37800,    0.378000,    9.299375,   -3.706914,947359.28588077, 71373.21259093,***************,   1.8881801572
37900,    0.379000,    9.295663,   -3.716720,946981.14532155, 71751.34815496,***************,   1.8931753425
38000,    0.380000,    9.291941,   -3.726527,946602.00572517, 72130.48275616,***************,   1.8981705277
38100,    0.381000,    9.288210,   -3.736334,946221.86709164, 72510.61639450,***************,   1.9031657131
38200,    0.382000,    9.284468,   -3.746140,945840.72942095, 72891.74907001,***************,   1.9081608985
38300,    0.383000,    9.280717,   -3.755947,945458.59271310, 73273.88078267,***************,   1.9131560840
38400,    0.384000,    9.276956,   -3.765754,945075.45696810, 73657.01153249,***************,   1.9181512692
38500,    0.385000,    9.273186,   -3.775560,944691.32218593, 74041.14131947,***************,   1.9231464547
38600,    0.386000,    9.269405,   -3.785367,944306.18836661, 74426.27014360,***************,   1.9281416398
38700,    0.387000,    9.265615,   -3.795174,943920.05551014, 74812.39800489,***************,   1.9331368254
38800,    0.388000,    9.261815,   -3.804980,943532.92361650, 75199.52490334,***************,   1.9381320106
38900,    0.389000,    9.258005,   -3.814787,943144.79268571, 75587.65083895,***************,   1.9431271963
39000,    0.390000,    9.254185,   -3.824594,942755.66271776, 75976.77581171,***************,   1.9481223815
39100,    0.391000,    9.250356,   -3.834400,942365.53371266, 76366.89982163,***************,   1.9531175669
39200,    0.392000,    9.246516,   -3.844207,941974.40567039, 76758.02286871,***************,   1.9581127522
39300,    0.393000,    9.242667,   -3.854013,941582.27859097, 77150.14495295,***************,   1.9631079376
39400,    0.394000,    9.238808,   -3.863820,941189.15247439, 77543.26607434,***************,   1.9681031230
39500,    0.395000,    9.234939,   -3.873627,940795.02732066, 77937.38623289,***************,   1.9730983083
39600,    0.396000,    9.231061,   -3.883433,940399.90312977, 78332.50542860,***************,   1.9780934938
39700,    0.397000,    9.227172,   -3.893240,940003.77990172, 78728.62366146,***************,   1.9830886790
39800,    0.398000,    9.223274,   -3.903047,939606.65763651, 79125.74093148,***************,   1.9880838644
39900,    0.399000,    9.219366,   -3.912853,939208.53633414, 79523.85723866,***************,   1.9930790497
40000,    0.400000,    9.215448,   -3.922660,938809.41599462, 79922.97258300,***************,   1.9980742353
40100,    0.401000,    9.211521,   -3.932467,938409.29661794, 80323.08696449,***************,   2.0030694205
40200,    0.402000,    9.207583,   -3.942273,938008.17820411, 80724.20038314,***************,   2.0080646061
40300,    0.403000,    9.203636,   -3.952080,937606.06075311, 81126.31283895,***************,   2.0130597913
40400,    0.404000,    9.199679,   -3.961887,937202.94426496, 81529.42433192,***************,   2.0180549766
40500,    0.405000,    9.195712,   -3.971693,936798.82873965, 81933.53486204,***************,   2.0230501619
40600,    0.406000,    9.191736,   -3.981500,936393.71417719, 82338.64442932,***************,   2.0280453474
40700,    0.407000,    9.187749,   -3.991307,935987.60057757, 82744.75303376,***************,   2.0330405326
40800,    0.408000,    9.183753,   -4.001113,935580.48794079, 83151.86067535,***************,   2.0380357183
40900,    0.409000,    9.179747,   -4.010920,935172.37626685, 83559.96735410,***************,   2.0430309054
41000,    0.410000,    9.175731,   -4.020727,934763.26555575, 83969.07307001,***************,   2.0480260926
41100,    0.411000,    9.171705,   -4.030533,934353.15580750, 84379.17782308,***************,   2.0530212799
41200,    0.412000,    9.167670,   -4.040340,933942.04702209, 84790.28161330,***************,   2.0580164669
41300,    0.413000,    9.163625,   -4.050146,933529.93919953, 85202.38444068,***************,   2.0630116543
41400,    0.414000,    9.159569,   -4.059953,933116.83233980, 85615.48630521,***************,   2.0680068413
41500,    0.415000,    9.155505,   -4.069760,932702.72644292, 86029.58720691,***************,   2.0730020287
41600,    0.416000,    9.151430,   -4.079566,932287.62150888, 86444.68714576,***************,   2.0779972157
41700,    0.417000,    9.147345,   -4.089373,931871.51753769, 86860.78612177,***************,   2.0829924032
41800,    0.418000,    9.143251,   -4.099180,931454.41452933, 87277.88413493,***************,   2.0879875905
41900,    0.419000,    9.139147,   -4.108986,931036.31248382, 87695.98118526,***************,   2.0929827776
42000,    0.420000,    9.135033,   -4.118793,930617.21140116, 88115.07727274,***************,   2.0979779649
42100,    0.421000,    9.130909,   -4.128600,930197.11128133, 88535.17239737,***************,   2.1029731522
42200,    0.422000,    9.126776,   -4.138406,929776.01212435, 88956.26655917,***************,   2.1079683393
42300,    0.423000,    9.122632,   -4.148213,929353.91393021, 89378.35975812,***************,   2.1129635267
42400,    0.424000,    9.118479,   -4.158020,928930.81669891, 89801.45199423,***************,   2.1179587138
42500,    0.425000,    9.114316,   -4.167826,928506.72043046, 90225.54326750,***************,   2.1229539011
42600,    0.426000,    9.110143,   -4.177633,928081.62512485, 90650.63357792,***************,   2.1279490885
42700,    0.427000,    9.105961,   -4.187440,927655.53078208, 91076.72292550,***************,   2.1329442754
42800,    0.428000,    9.101768,   -4.197246,927228.43740215, 91503.81131024,***************,   2.1379394630
42900,    0.429000,    9.097566,   -4.207053,926800.34498507, 91931.89873214,***************,   2.1429346499
43000,    0.430000,    9.093354,   -4.216860,926371.25353083, 92360.98519119,***************,   2.1479298375
43100,    0.431000,    9.089132,   -4.226666,925941.16303943, 92791.07068740,***************,   2.1529250246
43200,    0.432000,    9.084901,   -4.236473,925510.07351088, 93222.15522077,***************,   2.1579202120
43300,    0.433000,    9.080659,   -4.246279,925077.98494517, 93654.23879129,***************,   2.1629153993
43400,    0.434000,    9.076408,   -4.256086,924644.89734230, 94087.32139898,***************,   2.1679105868
43500,    0.435000,    9.072147,   -4.265893,924210.81070227, 94521.40304381,***************,   2.1729057741
43600,    0.436000,    9.067876,   -4.275699,923775.72502508, 94956.48372581,***************,   2.1779009611
43700,    0.437000,    9.063596,   -4.285506,923339.64031074, 95392.56344497,***************,   2.1828961484
43800,    0.438000,    9.059305,   -4.295313,922902.55655924, 95829.64220128,***************,   2.1878913357
43900,    0.439000,    9.055005,   -4.305119,922464.47377059, 96267.71999475,***************,   2.1928865232
44000,    0.440000,    9.050695,   -4.314926,922025.39194478, 96706.79682537,***************,   2.1978817106
44100,    0.441000,    9.046375,   -4.324733,921585.31108181, 97146.87269315,***************,   2.2028768979
44200,    0.442000,    9.042045,   -4.334539,921144.23118168, 97587.94759809,***************,   2.2078720849
44300,    0.443000,    9.037706,   -4.344346,920702.15224439, 98030.02154019,***************,   2.2128672723
44400,    0.444000,    9.033356,   -4.354153,920259.07426995, 98473.09451945,***************,   2.2178624595
44500,    0.445000,    9.028997,   -4.363959,919814.99725835, 98917.16653586,***************,   2.2228576471
44600,    0.446000,    9.024628,   -4.373766,919369.92120959, 99362.23758943,***************,   2.2278528344
44700,    0.447000,    9.020250,   -4.383573,918923.84612368, 99808.30768016,***************,   2.2328480218
44800,    0.448000,    9.015861,   -4.393379,918476.77200061,100255.37680804,***************,   2.2378432091
44900,    0.449000,    9.011463,   -4.403186,918028.69884038,100703.44497308,***************,   2.2428383965
45000,    0.450000,    9.007055,   -4.412993,917579.62664299,101152.51217528,***************,   2.2478335835
45100,    0.451000,    9.002637,   -4.422799,917129.55540845,101602.57841464,***************,   2.2528287711
45200,    0.452000,    8.998209,   -4.432606,916678.48513675,102053.64369115,***************,   2.2578239584
45300,    0.453000,    8.993771,   -4.442412,916226.41582789,102505.70800482,***************,   2.2628191458
45400,    0.454000,    8.989324,   -4.452219,915773.34748188,102958.77135565,***************,   2.2678143331
45500,    0.455000,    8.984867,   -4.462026,915319.28009870,103412.83374363,***************,   2.2728095205
45600,    0.456000,    8.980400,   -4.471832,914864.21367837,103867.89516878,***************,   2.2778047079
45700,    0.457000,    8.975923,   -4.481639,914408.14822089,104323.95563107,***************,   2.2827998952
45800,    0.458000,    8.971436,   -4.491446,913951.08372624,104781.01513053,***************,   2.2877950825
45900,    0.459000,    8.966940,   -4.501252,913493.02019444,105239.07366715,***************,   2.2927902697
46000,    0.460000,    8.962434,   -4.511059,913033.95762548,105698.13124092,***************,   2.2977854572
46100,    0.461000,    8.957918,   -4.520866,912573.89601937,106158.18785185,***************,   2.3027806445
46200,    0.462000,    8.953392,   -4.530672,912112.83537609,106619.24349993,***************,   2.3077758320
46300,    0.463000,    8.948856,   -4.540479,911650.77569566,107081.29818518,***************,   2.3127710193
46400,    0.464000,    8.944311,   -4.550286,911187.71697807,107544.35190758,***************,   2.3177662068
46500,    0.465000,    8.939756,   -4.560092,910723.65922333,108008.40466713,***************,   2.3227613941
46600,    0.466000,    8.935191,   -4.569899,910258.60243143,108473.45646385,***************,   2.3277565816
46700,    0.467000,    8.930616,   -4.579706,909792.54660237,108939.50729772,***************,   2.3327517690
46800,    0.468000,    8.926031,   -4.589512,909325.49173615,109406.55716875,***************,   2.3377469565
46900,    0.469000,    8.921437,   -4.599319,908857.43783278,109874.60607694,***************,   2.3427421439
47000,    0.470000,    8.916832,   -4.609126,908388.38489224,110343.65402228,***************,   2.3477373311
47100,    0.471000,    8.912218,   -4.618932,907918.33291456,110813.70100478,***************,   2.3527325185
47200,    0.472000,    8.907594,   -4.628739,907447.28189971,111284.74702444,***************,   2.3577277059
47300,    0.473000,    8.902961,   -4.638545,906975.23184771,111756.79208126,***************,   2.3627228935
47400,    0.474000,    8.898317,   -4.648352,906502.18275855,112229.83617523,***************,   2.3677180808
47500,    0.475000,    8.893664,   -4.658159,906028.13463223,112703.87930636,***************,   2.3727132683
47600,    0.476000,    8.889001,   -4.667965,905553.08746875,113178.92147465,***************,   2.3777084554
47700,    0.477000,    8.884328,   -4.677772,905077.04126812,113654.96268010,***************,   2.3827036431
47800,    0.478000,    8.879645,   -4.687579,904599.99603033,114132.00292270,***************,   2.3876988305
47900,    0.479000,    8.874953,   -4.697385,904121.95175538,114610.04220246,***************,   2.3926940182
48000,    0.480000,    8.870250,   -4.707192,903642.90844328,115089.08051937,***************,   2.3976892055
48100,    0.481000,    8.865538,   -4.716999,903162.86609402,115569.11787345,***************,   2.4026843930
48200,    0.482000,    8.860816,   -4.726805,902681.82470760,116050.15426468,***************,   2.4076795803
48300,    0.483000,    8.856085,   -4.736612,902199.78428402,116532.18969307,***************,   2.4126747678
48400,    0.484000,    8.851343,   -4.746419,901716.74482329,117015.22415862,***************,   2.4176699553
48500,    0.485000,    8.846592,   -4.756225,901232.70632540,117499.25766132,***************,   2.4226651426
48600,    0.486000,    8.841830,   -4.766032,900747.66879035,117984.29020118,***************,   2.4276603303
48700,    0.487000,    8.837059,   -4.775839,900261.63221814,118470.32177820,***************,   2.4326555175
48800,    0.488000,    8.832279,   -4.785645,899774.59660878,118957.35239237,***************,   2.4376507051
48900,    0.489000,    8.827488,   -4.795452,899286.56196226,119445.38204371,***************,   2.4426458924
49000,    0.490000,    8.822688,   -4.805259,898797.52827858,119934.41073220,***************,   2.4476410801
49100,    0.491000,    8.817877,   -4.815065,898307.49555775,120424.43845784,***************,   2.4526362675
49200,    0.492000,    8.813057,   -4.824872,897816.46379976,120915.46522065,***************,   2.4576314550
49300,    0.493000,    8.808228,   -4.834678,897324.43300461,121407.49102061,***************,   2.4626266423
49400,    0.494000,    8.803388,   -4.844485,896831.40317230,121900.51585773,***************,   2.4676218301
49500,    0.495000,    8.798539,   -4.854292,896337.37430284,122394.53973200,***************,   2.4726170175
49600,    0.496000,    8.793679,   -4.864098,895842.34639622,122889.56264344,***************,   2.4776122050
49700,    0.497000,    8.788810,   -4.873905,895346.31945244,123385.58459203,***************,   2.4826073925
49800,    0.498000,    8.783931,   -4.883712,894849.29347150,123882.60557778,***************,   2.4876025798
49900,    0.499000,    8.779043,   -4.893518,894351.26845341,124380.62560068,***************,   2.4925977675
50000,    0.500000,    8.774144,   -4.903325,893852.24439816,124879.64466074,***************,   2.4975929550
50100,    0.501000,    8.769236,   -4.913132,893352.22130575,125379.66275796,***************,   2.5025881426
50200,    0.502000,    8.764318,   -4.922938,892851.19917619,125880.67989234,***************,   2.5075833300
50300,    0.503000,    8.759390,   -4.932745,892349.17800946,126382.69606388,***************,   2.5125785174
50400,    0.504000,    8.754452,   -4.942552,891846.15780559,126885.71127257,***************,   2.5175737049
50500,    0.505000,    8.749505,   -4.952358,891342.13856455,127389.72551842,***************,   2.5225688926
50600,    0.506000,    8.744547,   -4.962165,890837.12028636,127894.73880142,***************,   2.5275640801
50700,    0.507000,    8.739580,   -4.971972,890331.10297100,128400.75112159,***************,   2.5325592679
50800,    0.508000,    8.734603,   -4.981778,889824.08661850,128907.76247891,***************,   2.5375544552
50900,    0.509000,    8.729617,   -4.991585,889316.07122883,129415.77287338,***************,   2.5425496430
51000,    0.510000,    8.724620,   -5.001391,888807.05680201,129924.78230502,***************,   2.5475448302
51100,    0.511000,    8.719614,   -5.011198,888297.04333803,130434.79077381,***************,   2.5525400178
51200,    0.512000,    8.714598,   -5.021005,887786.03083689,130945.79827976,***************,   2.5575352055
51300,    0.513000,    8.709572,   -5.030811,887274.01929859,131457.80482287,***************,   2.5625303929
51400,    0.514000,    8.704536,   -5.040618,886761.00872314,131970.81040313,***************,   2.5675255805
51500,    0.515000,    8.699490,   -5.050425,886246.99911053,132484.81502056,***************,   2.5725207680
51600,    0.516000,    8.694435,   -5.060231,885731.99046077,132999.81867514,***************,   2.5775159557
51700,    0.517000,    8.689370,   -5.070038,885215.98277384,133515.82136687,***************,   2.5825111431
51800,    0.518000,    8.684295,   -5.079845,884698.97604976,134032.82309577,***************,   2.5875063310
51900,    0.519000,    8.679210,   -5.089651,884180.97028852,134550.82386182,***************,   2.5925015182
52000,    0.520000,    8.674115,   -5.099458,883661.96549013,135069.82366502,***************,   2.5974967061
52100,    0.521000,    8.669011,   -5.109265,883141.96165457,135589.82250539,***************,   2.6024918935
52200,    0.522000,    8.663897,   -5.119071,882620.95878186,136110.82038291,***************,   2.6074870813
52300,    0.523000,    8.658773,   -5.128878,882098.95687200,136632.81729759,***************,   2.6124822686
52400,    0.524000,    8.653639,   -5.138685,881575.95592497,137155.81324943,***************,   2.6174774563
52500,    0.525000,    8.648495,   -5.148491,881051.95594079,137679.80823842,***************,   2.6224726439
52600,    0.526000,    8.643342,   -5.158298,880526.95691945,138204.80226458,***************,   2.6274678316
52700,    0.527000,    8.638179,   -5.168105,880000.95886095,138730.79532789,***************,   2.6324630192
52800,    0.528000,    8.633006,   -5.177911,879473.96176530,139257.78742835,***************,   2.6374582069
52900,    0.529000,    8.627823,   -5.187718,878945.96563249,139785.77856598,***************,   2.6424533944
53000,    0.530000,    8.622630,   -5.197524,878416.97046252,140314.76874076,***************,   2.6474485820
53100,    0.531000,    8.617428,   -5.207331,877886.97625539,140844.75795269,***************,   2.6524437697
53200,    0.532000,    8.612215,   -5.217138,877355.98301111,141375.74620179,***************,   2.6574389574
53300,    0.533000,    8.606993,   -5.226944,876823.99072967,141907.73348804,***************,   2.6624341450
53400,    0.534000,    8.601761,   -5.236751,876290.99941107,142440.71981145,***************,   2.6674293325
53500,    0.535000,    8.596520,   -5.246558,875757.00905532,142974.70517202,***************,   2.6724245204
53600,    0.536000,    8.591268,   -5.256364,875222.01966240,143509.68956975,***************,   2.6774197076
53700,    0.537000,    8.586007,   -5.266171,874686.03123233,144045.67300463,***************,   2.6824148955
53800,    0.538000,    8.580736,   -5.275978,874149.04376511,144582.65547667,***************,   2.6874100830
53900,    0.539000,    8.575455,   -5.285784,873611.05726072,145120.63698586,***************,   2.6924052709
54000,    0.540000,    8.570164,   -5.295591,873072.07171918,145659.61753222,***************,   2.6974004584
54100,    0.541000,    8.564863,   -5.305398,872532.08714048,146199.59711573,***************,   2.7023956463
54200,    0.542000,    8.559553,   -5.315204,871991.10352463,146740.57573640,***************,   2.7073908336
54300,    0.543000,    8.554233,   -5.325011,871449.12087161,147282.55339422,***************,   2.7123860214
54400,    0.544000,    8.548903,   -5.334818,870906.13918144,147825.53008920,***************,   2.7173812091
54500,    0.545000,    8.543563,   -5.344624,870362.15845412,148369.50582134,***************,   2.7223763969
54600,    0.546000,    8.538214,   -5.354431,869817.17868963,148914.48059064,***************,   2.7273715846
54700,    0.547000,    8.532854,   -5.364238,869271.19988799,149460.45439710,***************,   2.7323667720
54800,    0.548000,    8.527485,   -5.374044,868724.22204919,150007.42724071,***************,   2.7373619599
54900,    0.549000,    8.522106,   -5.383851,868176.24517323,150555.39912148,***************,   2.7423571474
55000,    0.550000,    8.516717,   -5.393657,867627.26926012,151104.37003940,***************,   2.7473523351
55100,    0.551000,    8.511319,   -5.403464,867077.29430985,151654.33999449,***************,   2.7523475228
55200,    0.552000,    8.505910,   -5.413271,866526.32032242,152205.30898673,***************,   2.7573427107
55300,    0.553000,    8.500492,   -5.423077,865974.34729783,152757.27701613,***************,   2.7623378984
55400,    0.554000,    8.495064,   -5.432884,865421.37523609,153310.24408268,***************,   2.7673330860
55500,    0.555000,    8.489626,   -5.442691,864867.40413719,153864.21018640,***************,   2.7723282736
55600,    0.556000,    8.484178,   -5.452497,864312.43400113,154419.17532727,***************,   2.7773234614
55700,    0.557000,    8.478721,   -5.462304,863756.46482791,154975.13950529,***************,   2.7823186491
55800,    0.558000,    8.473254,   -5.472111,863199.49661754,155532.10272048,***************,   2.7873138370
55900,    0.559000,    8.467777,   -5.481917,862641.52937001,156090.06497282,***************,   2.7923090246
56000,    0.560000,    8.462290,   -5.491724,862082.56308532,156649.02626232,***************,   2.7973042123
56100,    0.561000,    8.456793,   -5.501531,861522.59776348,157208.98658898,***************,   2.8022994002
56200,    0.562000,    8.451287,   -5.511337,860961.63340448,157769.94595279,***************,   2.8072945877
56300,    0.563000,    8.445770,   -5.521144,860399.67000832,158331.90435376,***************,   2.8122897757
56400,    0.564000,    8.440244,   -5.530951,859836.70757500,158894.86179189,***************,   2.8172849631
56500,    0.565000,    8.434708,   -5.540757,859272.74610453,159458.81826718,***************,   2.8222801511
56600,    0.566000,    8.429163,   -5.550564,858707.78559690,160023.77377962,***************,   2.8272753387
56700,    0.567000,    8.423607,   -5.560371,858141.82605211,160589.72832922,***************,   2.8322705264
56800,    0.568000,    8.418042,   -5.570177,857574.86747017,161156.68191598,***************,   2.8372657142
56900,    0.569000,    8.412467,   -5.579984,857006.90985106,161724.63453989,***************,   2.8422609020
57000,    0.570000,    8.406882,   -5.589790,856437.95319480,162293.58620096,***************,   2.8472560897
57100,    0.571000,    8.401287,   -5.599597,855867.99750139,162863.53689919,***************,   2.8522512774
57200,    0.572000,    8.395682,   -5.609404,855297.04277081,163434.48663458,***************,   2.8572464650
57300,    0.573000,    8.390068,   -5.619210,854725.08900308,164006.43540712,***************,   2.8622416530
57400,    0.574000,    8.384444,   -5.629017,854152.13619819,164579.38321683,***************,   2.8672368408
57500,    0.575000,    8.378810,   -5.638824,853578.18435614,165153.33006368,***************,   2.8722320285
57600,    0.576000,    8.373166,   -5.648630,853003.23347694,165728.27594770,***************,   2.8772272163
57700,    0.577000,    8.367513,   -5.658437,852427.28356058,166304.22086887,***************,   2.8822224038
57800,    0.578000,    8.361849,   -5.668244,851850.33460706,166881.16482720,***************,   2.8872175919
57900,    0.579000,    8.356176,   -5.678050,851272.38661639,167459.10782269,***************,   2.8922127796
58000,    0.580000,    8.350493,   -5.687857,850693.43958855,168038.04985534,***************,   2.8972079676
58100,    0.581000,    8.344800,   -5.697664,850113.49352356,168617.99092514,***************,   2.9022031552
58200,    0.582000,    8.339098,   -5.707470,849532.54842142,169198.93103210,***************,   2.9071983431
58300,    0.583000,    8.333385,   -5.717277,848950.60428211,169780.87017621,***************,   2.9121935305
58400,    0.584000,    8.327663,   -5.727084,848367.66110565,170363.80835749,***************,   2.9171887186
58500,    0.585000,    8.321931,   -5.736890,847783.71889203,170947.74557592,***************,   2.9221839062
58600,    0.586000,    8.316189,   -5.746697,847198.77764125,171532.68183151,***************,   2.9271790943
58700,    0.587000,    8.310437,   -5.756504,846612.83735332,172118.61712425,***************,   2.9321742819
58800,    0.588000,    8.304676,   -5.766310,846025.89802823,172705.55145416,***************,   2.9371694698
58900,    0.589000,    8.298905,   -5.776117,845437.95966598,173293.48482122,***************,   2.9421646576
59000,    0.590000,    8.293124,   -5.785923,844849.02226658,173882.41722544,***************,   2.9471598454
59100,    0.591000,    8.287333,   -5.795730,844259.08583001,174472.34866681,***************,   2.9521550335
59200,    0.592000,    8.281532,   -5.805537,843668.15035629,175063.27914534,***************,   2.9571502211
59300,    0.593000,    8.275722,   -5.815343,843076.21584542,175655.20866103,***************,   2.9621454091
59400,    0.594000,    8.269901,   -5.825150,842483.28229738,176248.13721388,***************,   2.9671405966
59500,    0.595000,    8.264071,   -5.834957,841889.34971219,176842.06480388,***************,   2.9721357848
59600,    0.596000,    8.258231,   -5.844763,841294.41808984,177436.99143104,***************,   2.9771309725
