Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
761700,     7.61700000,1,   150.00000000,   108.15064503,     0.00000000,     0.00000000,    16.36281463,     0.00000000,     0.00000000, -5134.74993272,     0.00000000
