Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
910400,     9.10400000,1,   150.00000000,   121.63999724,     0.00000000,     0.00000000,     1.78032608,     0.00000000,     0.00000000, -5134.74993272,     0.00000000
