Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
824900,     8.24900000,1,   150.00000000,   116.53340720,     0.00000000,     0.00000000,    10.16501183,     0.00000000,     0.00000000, -5134.74993272,     0.00000000
