Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
526600,     5.26600000,1,   150.00000000,    42.58012027,     0.00000000,     0.00000000,    39.41824878,     0.00000000,     0.00000000, -5134.74993272,     0.00000000
