Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
394900,     3.94900000,1,   150.00000000,    23.53440942,     0.00000000,     0.00000000,   -38.72646085,     0.00000000,     0.00000000, -5134.74993272,     0.00000000
