Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
186600,     1.86600000,1,   150.00000000,    82.92674660,     0.00000000,     0.00000000,   -18.29920890,     0.00000000,     0.00000000, -5134.74993272,     0.00000000
