Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
596900,     5.96900000,1,   150.00000000,    67.86784735,     0.00000000,     0.00000000,    32.52417383,     0.00000000,     0.00000000, -5134.74993272,     0.00000000
