Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
664800,     6.64800000,1,   150.00000000,    87.69109422,     0.00000000,     0.00000000,    25.86545848,     0.00000000,     0.00000000, -5134.74993272,     0.00000000
