Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
1800,     0.01800000,1,    10.00000000,     9.99841044,     0.00000000,     0.00000000,    -0.17651970,     0.00000000,     0.00000000,***************,     0.00000000
