Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
88800,     0.88800000,1,    10.00000000,     6.13346895,     0.00000000,     0.00000000,    -8.70830520,     0.00000000,     0.00000000,***************,     0.00000000
