Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
76100,     0.76100000,1,    10.00000000,     7.16034421,     0.00000000,     0.00000000,    -7.46286065,     0.00000000,     0.00000000,***************,     0.00000000
