Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
3000,     0.03000000,1,    10.00000000,     9.99558554,     0.00000000,     0.00000000,    -0.29419950,     0.00000000,     0.00000000,***************,     0.00000000
