Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
17300,     0.17300000,1,    10.00000000,     9.85323990,     0.00000000,     0.00000000,    -1.69655045,     0.00000000,     0.00000000,***************,     0.00000000
