Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
14200,     0.14200000,1,    10.00000000,     9.90112239,     0.00000000,     0.00000000,    -1.39254430,     0.00000000,     0.00000000,***************,     0.00000000
