Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
61100,     0.61100000,1,    10.00000000,     8.16945585,     0.00000000,     0.00000000,    -5.99186315,     0.00000000,     0.00000000,***************,     0.00000000
