Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
26400,     0.26400000,1,    10.00000000,     9.65824492,     0.00000000,     0.00000000,    -2.58895560,     0.00000000,     0.00000000,***************,     0.00000000
