Step,Time_s,Height_m,Velocity_m/s,Potential_Energy_J,Kinetic_Energy_J,Total_Energy_J,Energy_Error_J
410200,    4.102000,   17.494471,  -40.226878, 89829.73621377,423644.22428854,513473.96050231,   1.0327697909
410300,    4.103000,   17.454240,  -40.236685, 89623.15582400,423850.80442654,513473.96025054,   1.0330215613
410400,    4.104000,   17.413998,  -40.246492, 89416.52507954,424057.43491923,513473.95999877,   1.0332733318
410500,    4.105000,   17.373747,  -40.256298, 89209.84398038,424264.11576662,513473.95974700,   1.0335251022
410600,    4.106000,   17.333485,  -40.266105, 89003.11252653,424470.84696870,513473.95949523,   1.0337768727
410700,    4.107000,   17.293214,  -40.275912, 88796.33071798,424677.62852548,513473.95924346,   1.0340286431
410800,    4.108000,   17.252933,  -40.285718, 88589.49855474,424884.46043696,513473.95899169,   1.0342804136
410900,    4.109000,   17.212643,  -40.295525, 88382.61603680,425091.34270313,513473.95873992,   1.0345321840
411000,    4.110000,   17.172342,  -40.305332, 88175.68316416,425298.27532399,513473.95848815,   1.0347839545
411100,    4.111000,   17.132032,  -40.315138, 87968.69993683,425505.25829955,513473.95823638,   1.0350357249
411200,    4.112000,   17.091712,  -40.324945, 87761.66635480,425712.29162981,513473.95798461,   1.0352874953
411300,    4.113000,   17.051382,  -40.334751, 87554.58241808,425919.37531476,513473.95773284,   1.0355392658
411400,    4.114000,   17.011042,  -40.344558, 87347.44812666,426126.50935440,513473.95748107,   1.0357910363
411500,    4.115000,   16.970693,  -40.354365, 87140.26348055,426333.69374875,513473.95722930,   1.0360428066
411600,    4.116000,   16.930333,  -40.364171, 86933.02847974,426540.92849778,513473.95697753,   1.0362945771
411700,    4.117000,   16.889964,  -40.373978, 86725.74312424,426748.21360152,513473.95672576,   1.0365463475
411800,    4.118000,   16.849585,  -40.383785, 86518.40741404,426955.54905995,513473.95647399,   1.0367981180
411900,    4.119000,   16.809197,  -40.393591, 86311.02134915,427162.93487307,513473.95622222,   1.0370498885
412000,    4.120000,   16.768798,  -40.403398, 86103.58492956,427370.37104089,513473.95597045,   1.0373016588
412100,    4.121000,   16.728390,  -40.413205, 85896.09815527,427577.85756340,513473.95571868,   1.0375534293
412200,    4.122000,   16.687972,  -40.423011, 85688.56102629,427785.39444061,513473.95546691,   1.0378051997
412300,    4.123000,   16.647544,  -40.432818, 85480.97354262,427992.98167252,513473.95521514,   1.0380569702
412400,    4.124000,   16.607106,  -40.442625, 85273.33570425,428200.61925912,513473.95496337,   1.0383087406
412500,    4.125000,   16.566658,  -40.452431, 85065.64751118,428408.30720042,513473.95471159,   1.0385605110
412600,    4.126000,   16.526201,  -40.462238, 84857.90896342,428616.04549641,513473.95445982,   1.0388122815
412700,    4.127000,   16.485734,  -40.472045, 84650.12006096,428823.83414709,513473.95420805,   1.0390640519
412800,    4.128000,   16.445257,  -40.481851, 84442.28080381,429031.67315248,513473.95395628,   1.0393158224
412900,    4.129000,   16.404770,  -40.491658, 84234.39119196,429239.56251256,513473.95370451,   1.0395675927
413000,    4.130000,   16.364273,  -40.501465, 84026.45122541,429447.50222733,513473.95345274,   1.0398193632
413100,    4.131000,   16.323767,  -40.511271, 83818.46090417,429655.49229680,513473.95320097,   1.0400711336
413200,    4.132000,   16.283251,  -40.521078, 83610.42022824,429863.53272096,513473.95294920,   1.0403229041
413300,    4.133000,   16.242725,  -40.530884, 83402.32919761,430071.62349982,513473.95269743,   1.0405746745
413400,    4.134000,   16.202189,  -40.540691, 83194.18781228,430279.76463338,513473.95244566,   1.0408264449
413500,    4.135000,   16.161643,  -40.550498, 82985.99607226,430487.95612163,513473.95219389,   1.0410782153
413600,    4.136000,   16.121088,  -40.560304, 82777.75397755,430696.19796457,513473.95194212,   1.0413299858
413700,    4.137000,   16.080522,  -40.570111, 82569.46152813,430904.49016221,513473.95169035,   1.0415817562
413800,    4.138000,   16.039947,  -40.579918, 82361.11872403,431112.83271455,513473.95143858,   1.0418335266
413900,    4.139000,   15.999363,  -40.589724, 82152.72556522,431321.22562158,513473.95118681,   1.0420852971
414000,    4.140000,   15.958768,  -40.599531, 81944.28205173,431529.66888331,513473.95093504,   1.0423370675
414100,    4.141000,   15.918163,  -40.609338, 81735.78818353,431738.16249974,513473.95068327,   1.0425888379
414200,    4.142000,   15.877549,  -40.619144, 81527.24396064,431946.70647085,513473.95043150,   1.0428406083
414300,    4.143000,   15.836925,  -40.628951, 81318.64938306,432155.30079667,513473.95017973,   1.0430923788
414400,    4.144000,   15.796291,  -40.638758, 81110.00445078,432363.94547718,513473.94992796,   1.0433441492
414500,    4.145000,   15.755647,  -40.648564, 80901.30916380,432572.64051238,513473.94967619,   1.0435959196
414600,    4.146000,   15.714994,  -40.658371, 80692.56352213,432781.38590228,513473.94942442,   1.0438476900
414700,    4.147000,   15.674331,  -40.668178, 80483.76752577,432990.18164688,513473.94917265,   1.0440994604
414800,    4.148000,   15.633657,  -40.677984, 80274.92117471,433199.02774617,513473.94892087,   1.0443512308
414900,    4.149000,   15.592974,  -40.687791, 80066.02446895,433407.92420016,513473.94866910,   1.0446030013
415000,    4.150000,   15.552282,  -40.697598, 79857.07740850,433616.87100884,513473.94841733,   1.0448547716
415100,    4.151000,   15.511579,  -40.707404, 79648.07999335,433825.86817222,513473.94816556,   1.0451065421
415200,    4.152000,   15.470867,  -40.717211, 79439.03222350,434034.91569029,513473.94791379,   1.0453583125
415300,    4.153000,   15.430145,  -40.727017, 79229.93409897,434244.01356306,513473.94766202,   1.0456100829
415400,    4.154000,   15.389413,  -40.736824, 79020.78561973,434453.16179052,513473.94741025,   1.0458618533
415500,    4.155000,   15.348671,  -40.746631, 78811.58678580,434662.36037268,513473.94715848,   1.0461136237
415600,    4.156000,   15.307919,  -40.756437, 78602.33759718,434871.60930953,513473.94690671,   1.0463653941
415700,    4.157000,   15.267158,  -40.766244, 78393.03805386,435080.90860108,513473.94665494,   1.0466171646
415800,    4.158000,   15.226387,  -40.776051, 78183.68815584,435290.25824733,513473.94640317,   1.0468689349
415900,    4.159000,   15.185606,  -40.785857, 77974.28790313,435499.65824827,513473.94615140,   1.0471207054
416000,    4.160000,   15.144815,  -40.795664, 77764.83729572,435709.10860391,513473.94589963,   1.0473724758
416100,    4.161000,   15.104014,  -40.805471, 77555.33633362,435918.60931424,513473.94564786,   1.0476242463
416200,    4.162000,   15.063204,  -40.815277, 77345.78501682,436128.16037927,513473.94539609,   1.0478760166
416300,    4.163000,   15.022384,  -40.825084, 77136.18334533,436337.76179899,513473.94514432,   1.0481277870
416400,    4.164000,   14.981554,  -40.834891, 76926.53131914,436547.41357341,513473.94489255,   1.0483795574
416500,    4.165000,   14.940714,  -40.844697, 76716.82893826,436757.11570252,513473.94464078,   1.0486313279
416600,    4.166000,   14.899864,  -40.854504, 76507.07620268,436966.86818633,513473.94438901,   1.0488830982
416700,    4.167000,   14.859005,  -40.864311, 76297.27311240,437176.67102483,513473.94413724,   1.0491348686
416800,    4.168000,   14.818135,  -40.874117, 76087.41966743,437386.52421803,513473.94388547,   1.0493866390
416900,    4.169000,   14.777256,  -40.883924, 75877.51586777,437596.42776593,513473.94363370,   1.0496384094
417000,    4.170000,   14.736367,  -40.893731, 75667.56171341,437806.38166852,513473.94338193,   1.0498901798
417100,    4.171000,   14.695469,  -40.903537, 75457.55720435,438016.38592581,513473.94313016,   1.0501419502
417200,    4.172000,   14.654560,  -40.913344, 75247.50234060,438226.44053779,513473.94287839,   1.0503937207
417300,    4.173000,   14.613642,  -40.923150, 75037.39712215,438436.54550446,513473.94262661,   1.0506454910
417400,    4.174000,   14.572714,  -40.932957, 74827.24154901,438646.70082584,513473.94237484,   1.0508972614
417500,    4.175000,   14.531776,  -40.942764, 74617.03562117,438856.90650190,513473.94212307,   1.0511490318
417600,    4.176000,   14.490828,  -40.952570, 74406.77933864,439067.16253267,513473.94187130,   1.0514008022
417700,    4.177000,   14.449871,  -40.962377, 74196.47270141,439277.46891813,513473.94161953,   1.0516525726
417800,    4.178000,   14.408903,  -40.972184, 73986.11570948,439487.82565828,513473.94136776,   1.0519043430
417900,    4.179000,   14.367926,  -40.981990, 73775.70836286,439698.23275313,513473.94111599,   1.0521561134
418000,    4.180000,   14.326939,  -40.991797, 73565.25066155,439908.69020267,513473.94086422,   1.0524078838
418100,    4.181000,   14.285943,  -41.001604, 73354.74260554,440119.19800691,513473.94061245,   1.0526596542
418200,    4.182000,   14.244936,  -41.011410, 73144.18419483,440329.75616585,513473.94036068,   1.0529114246
418300,    4.183000,   14.203920,  -41.021217, 72933.57542943,440540.36467948,513473.94010891,   1.0531631950
418400,    4.184000,   14.162893,  -41.031024, 72722.91630933,440751.02354781,513473.93985714,   1.0534149653
418500,    4.185000,   14.121857,  -41.040830, 72512.20683454,440961.73277083,513473.93960537,   1.0536667358
418600,    4.186000,   14.080812,  -41.050637, 72301.44700505,441172.49234855,513473.93935360,   1.0539185061
418700,    4.187000,   14.039756,  -41.060444, 72090.63682087,441383.30228096,513473.93910183,   1.0541702766
418800,    4.188000,   13.998691,  -41.070250, 71879.77628199,441594.16256807,513473.93885006,   1.0544220469
418900,    4.189000,   13.957616,  -41.080057, 71668.86538842,441805.07320987,513473.93859829,   1.0546738173
419000,    4.190000,   13.916531,  -41.089864, 71457.90414015,442016.03420637,513473.93834652,   1.0549255877
419100,    4.191000,   13.875436,  -41.099670, 71246.89253718,442227.04555757,513473.93809475,   1.0551773581
419200,    4.192000,   13.834331,  -41.109477, 71035.83057952,442438.10726346,513473.93784298,   1.0554291284
419300,    4.193000,   13.793217,  -41.119283, 70824.71826717,442649.21932404,513473.93759121,   1.0556808988
419400,    4.194000,   13.752092,  -41.129090, 70613.55560011,442860.38173932,513473.93733944,   1.0559326692
419500,    4.195000,   13.710958,  -41.138897, 70402.34257837,443071.59450930,513473.93708767,   1.0561844396
419600,    4.196000,   13.669815,  -41.148703, 70191.07920192,443282.85763397,513473.93683590,   1.0564362099
419700,    4.197000,   13.628661,  -41.158510, 69979.76547079,443494.17111334,513473.93658413,   1.0566879804
419800,    4.198000,   13.587497,  -41.168317, 69768.40138495,443705.53494740,513473.93633236,   1.0569397507
419900,    4.199000,   13.546324,  -41.178123, 69556.98694443,443916.94913616,513473.93608058,   1.0571915211
420000,    4.200000,   13.505141,  -41.187930, 69345.52214920,444128.41367961,513473.93582881,   1.0574432915
420100,    4.201000,   13.463948,  -41.197737, 69134.00699928,444339.92857776,513473.93557704,   1.0576950619
420200,    4.202000,   13.422745,  -41.207543, 68922.44149467,444551.49383061,513473.93532527,   1.0579468323
420300,    4.203000,   13.381533,  -41.217350, 68710.82563536,444763.10943815,513473.93507350,   1.0581986026
420400,    4.204000,   13.340311,  -41.227157, 68499.15942135,444974.77540038,513473.93482173,   1.0584503731
420500,    4.205000,   13.299079,  -41.236963, 68287.44285265,445186.49171731,513473.93456996,   1.0587021434
420600,    4.206000,   13.257837,  -41.246770, 68075.67592925,445398.25838894,513473.93431819,   1.0589539137
420700,    4.207000,   13.216585,  -41.256577, 67863.85865116,445610.07541526,513473.93406642,   1.0592056842
420800,    4.208000,   13.175323,  -41.266383, 67651.99101838,445821.94279628,513473.93381465,   1.0594574545
420900,    4.209000,   13.134052,  -41.276190, 67440.07303089,446033.86053199,513473.93356288,   1.0597092248
421000,    4.210000,   13.092771,  -41.285997, 67228.10468871,446245.82862240,513473.93331111,   1.0599609953
421100,    4.211000,   13.051480,  -41.295803, 67016.08599184,446457.84706750,513473.93305934,   1.0602127656
421200,    4.212000,   13.010179,  -41.305610, 66804.01694027,446669.91586730,513473.93280757,   1.0604645360
421300,    4.213000,   12.968869,  -41.315416, 66591.89753401,446882.03502179,513473.93255580,   1.0607163064
421400,    4.214000,   12.927548,  -41.325223, 66379.72777305,447094.20453098,513473.93230403,   1.0609680767
421500,    4.215000,   12.886218,  -41.335030, 66167.50765739,447306.42439487,513473.93205226,   1.0612198471
421600,    4.216000,   12.844878,  -41.344836, 65955.23718704,447518.69461345,513473.93180049,   1.0614716175
421700,    4.217000,   12.803528,  -41.354643, 65742.91636200,447731.01518672,513473.93154872,   1.0617233878
421800,    4.218000,   12.762169,  -41.364450, 65530.54518225,447943.38611469,513473.93129695,   1.0619751582
421900,    4.219000,   12.720799,  -41.374256, 65318.12364782,448155.80739736,513473.93104518,   1.0622269285
422000,    4.220000,   12.679420,  -41.384063, 65105.65175868,448368.27903472,513473.93079341,   1.0624786989
422100,    4.221000,   12.638031,  -41.393870, 64893.12951486,448580.80102678,513473.93054164,   1.0627304693
422200,    4.222000,   12.596632,  -41.403676, 64680.55691633,448793.37337353,513473.93028987,   1.0629822396
422300,    4.223000,   12.555224,  -41.413483, 64467.93396311,449005.99607498,513473.93003810,   1.0632340100
422400,    4.224000,   12.513805,  -41.423290, 64255.26065520,449218.66913113,513473.92978633,   1.0634857803
422500,    4.225000,   12.472377,  -41.433096, 64042.53699259,449431.39254196,513473.92953456,   1.0637375508
422600,    4.226000,   12.430939,  -41.442903, 63829.76297529,449644.16630750,513473.92928278,   1.0639893211
422700,    4.227000,   12.389491,  -41.452710, 63616.93860329,449856.99042773,513473.92903101,   1.0642410914
422800,    4.228000,   12.348033,  -41.462516, 63404.06387659,450069.86490265,513473.92877924,   1.0644928618
422900,    4.229000,   12.306566,  -41.472323, 63191.13879520,450282.78973228,513473.92852747,   1.0647446321
423000,    4.230000,   12.265089,  -41.482130, 62978.16335911,450495.76491659,513473.92827570,   1.0649964025
423100,    4.231000,   12.223602,  -41.491936, 62765.13756833,450708.79045560,513473.92802393,   1.0652481729
423200,    4.232000,   12.182105,  -41.501743, 62552.06142285,450921.86634931,513473.92777216,   1.0654999433
423300,    4.233000,   12.140598,  -41.511549, 62338.93492268,451134.99259771,513473.92752039,   1.0657517136
423400,    4.234000,   12.099082,  -41.521356, 62125.75806781,451348.16920081,513473.92726862,   1.0660034840
423500,    4.235000,   12.057555,  -41.531163, 61912.53085825,451561.39615861,513473.92701685,   1.0662552543
423600,    4.236000,   12.016019,  -41.540969, 61699.25329399,451774.67347109,513473.92676508,   1.0665070247
423700,    4.237000,   11.974473,  -41.550776, 61485.92537503,451988.00113828,513473.92651331,   1.0667587950
423800,    4.238000,   11.932917,  -41.560583, 61272.54710138,452201.37916016,513473.92626154,   1.0670105654
423900,    4.239000,   11.891352,  -41.570389, 61059.11847304,452414.80753673,513473.92600977,   1.0672623357
424000,    4.240000,   11.849777,  -41.580196, 60845.63949000,452628.28626800,513473.92575800,   1.0675141060
424100,    4.241000,   11.808191,  -41.590003, 60632.11015226,452841.81535397,513473.92550623,   1.0677658764
424200,    4.242000,   11.766596,  -41.599809, 60418.53045983,453055.39479463,513473.92525446,   1.0680176467
424300,    4.243000,   11.724992,  -41.609616, 60204.90041270,453269.02458999,513473.92500269,   1.0682694170
424400,    4.244000,   11.683377,  -41.619423, 59991.22001088,453482.70474004,513473.92475092,   1.0685211875
424500,    4.245000,   11.641753,  -41.629229, 59777.48925436,453696.43524479,513473.92449915,   1.0687729578
424600,    4.246000,   11.600119,  -41.639036, 59563.70814315,453910.21610423,513473.92424738,   1.0690247282
424700,    4.247000,   11.558475,  -41.648843, 59349.87667724,454124.04731837,513473.92399561,   1.0692764985
424800,    4.248000,   11.516821,  -41.658649, 59135.99485663,454337.92888721,513473.92374384,   1.0695282688
424900,    4.249000,   11.475157,  -41.668456, 58922.06268133,454551.86081073,513473.92349207,   1.0697800391
425000,    4.250000,   11.433484,  -41.678263, 58708.08015134,454765.84308896,513473.92324030,   1.0700318095
425100,    4.251000,   11.391801,  -41.688069, 58494.04726665,454979.87572188,513473.92298853,   1.0702835798
425200,    4.252000,   11.350108,  -41.697876, 58279.96402726,455193.95870950,513473.92273676,   1.0705353502
425300,    4.253000,   11.308405,  -41.707682, 58065.83043318,455408.09205181,513473.92248499,   1.0707871206
425400,    4.254000,   11.266692,  -41.717489, 57851.64648440,455622.27574881,513473.92223321,   1.0710388909
425500,    4.255000,   11.224970,  -41.727296, 57637.41218093,455836.50980052,513473.92198144,   1.0712906612
425600,    4.256000,   11.183237,  -41.737102, 57423.12752276,456050.79420691,513473.92172967,   1.0715424315
425700,    4.257000,   11.141495,  -41.746909, 57208.79250990,456265.12896801,513473.92147790,   1.0717942019
425800,    4.258000,   11.099743,  -41.756716, 56994.40714234,456479.51408379,513473.92122613,   1.0720459722
425900,    4.259000,   11.057982,  -41.766522, 56779.97142008,456693.94955428,513473.92097436,   1.0722977425
426000,    4.260000,   11.016210,  -41.776329, 56565.48534313,456908.43537946,513473.92072259,   1.0725495130
426100,    4.261000,   10.974429,  -41.786136, 56350.94891149,457122.97155933,513473.92047082,   1.0728012832
426200,    4.262000,   10.932638,  -41.795942, 56136.36212515,457337.55809390,513473.92021905,   1.0730530536
426300,    4.263000,   10.890837,  -41.805749, 55921.72498411,457552.19498317,513473.91996728,   1.0733048239
426400,    4.264000,   10.849026,  -41.815556, 55707.03748838,457766.88222713,513473.91971551,   1.0735565942
426500,    4.265000,   10.807206,  -41.825362, 55492.29963796,457981.61982579,513473.91946374,   1.0738083646
426600,    4.266000,   10.765376,  -41.835169, 55277.51143283,458196.40777914,513473.91921197,   1.0740601349
426700,    4.267000,   10.723535,  -41.844976, 55062.67287302,458411.24608718,513473.91896020,   1.0743119052
426800,    4.268000,   10.681686,  -41.854782, 54847.78395850,458626.13474993,513473.91870843,   1.0745636755
426900,    4.269000,   10.639826,  -41.864589, 54632.84468929,458841.07376737,513473.91845666,   1.0748154459
427000,    4.270000,   10.597956,  -41.874396, 54417.85506539,459056.06313950,513473.91820489,   1.0750672162
427100,    4.271000,   10.556077,  -41.884202, 54202.81508679,459271.10286633,513473.91795312,   1.0753189865
427200,    4.272000,   10.514188,  -41.894009, 53987.72475350,459486.19294785,513473.91770135,   1.0755707569
427300,    4.273000,   10.472289,  -41.903815, 53772.58406551,459701.33338407,513473.91744958,   1.0758225271
427400,    4.274000,   10.430380,  -41.913622, 53557.39302282,459916.52417499,513473.91719781,   1.0760742975
427500,    4.275000,   10.388461,  -41.923429, 53342.15162544,460131.76532060,513473.91694604,   1.0763260679
427600,    4.276000,   10.346533,  -41.933235, 53126.85987336,460347.05682090,513473.91669427,   1.0765778381
427700,    4.277000,   10.304595,  -41.943042, 52911.51776659,460562.39867591,513473.91644250,   1.0768296084
427800,    4.278000,   10.262647,  -41.952849, 52696.12530512,460777.79088560,513473.91619073,   1.0770813788
427900,    4.279000,   10.220689,  -41.962655, 52480.68248896,460993.23345000,513473.91593896,   1.0773331491
428000,    4.280000,   10.178721,  -41.972462, 52265.18931810,461208.72636908,513473.91568719,   1.0775849195
428100,    4.281000,   10.136744,  -41.982269, 52049.64579255,461424.26964287,513473.91543542,   1.0778366898
428200,    4.282000,   10.094757,  -41.992075, 51834.05191230,461639.86327135,513473.91518365,   1.0780884601
428300,    4.283000,   10.052760,  -42.001882, 51618.40767736,461855.50725452,513473.91493188,   1.0783402303
428400,    4.284000,   10.010753,  -42.011689, 51402.71308772,462071.20159239,513473.91468011,   1.0785920007
428500,    4.285000,    9.968736,  -42.021495, 51186.96814338,462286.94628495,513473.91442833,   1.0788437710
428600,    4.286000,    9.926710,  -42.031302, 50971.17284435,462502.74133221,513473.91417656,   1.0790955413
428700,    4.287000,    9.884674,  -42.041109, 50755.32719062,462718.58673417,513473.91392479,   1.0793473116
428800,    4.288000,    9.842628,  -42.050915, 50539.43118220,462934.48249082,513473.91367302,   1.0795990819
428900,    4.289000,    9.800572,  -42.060722, 50323.48481909,463150.42860217,513473.91342125,   1.0798508523
429000,    4.290000,    9.758506,  -42.070529, 50107.48810127,463366.42506821,513473.91316948,   1.0801026226
429100,    4.291000,    9.716431,  -42.080335, 49891.44102877,463582.47188895,513473.91291771,   1.0803543929
429200,    4.292000,    9.674345,  -42.090142, 49675.34360156,463798.56906438,513473.91266594,   1.0806061631
429300,    4.293000,    9.632250,  -42.099948, 49459.19581966,464014.71659451,513473.91241417,   1.0808579335
429400,    4.294000,    9.590145,  -42.109755, 49242.99768307,464230.91447933,513473.91216240,   1.0811097038
429500,    4.295000,    9.548031,  -42.119562, 49026.74919178,464447.16271885,513473.91191063,   1.0813614741
429600,    4.296000,    9.505906,  -42.129368, 48810.45034579,464663.46131307,513473.91165886,   1.0816132444
429700,    4.297000,    9.463772,  -42.139175, 48594.10114511,464879.81026198,513473.91140709,   1.0818650147
429800,    4.298000,    9.421628,  -42.148982, 48377.70158974,465096.20956558,513473.91115532,   1.0821167851
429900,    4.299000,    9.379474,  -42.158788, 48161.25167967,465312.65922388,513473.91090355,   1.0823685554
430000,    4.300000,    9.337310,  -42.168595, 47944.75141490,465529.15923688,513473.91065178,   1.0826203257
430100,    4.301000,    9.295136,  -42.178402, 47728.20079544,465745.70960457,513473.91040001,   1.0828720960
430200,    4.302000,    9.252953,  -42.188208, 47511.59982128,465962.31032696,513473.91014824,   1.0831238662
430300,    4.303000,    9.210760,  -42.198015, 47294.94849243,466178.96140404,513473.90989647,   1.0833756365
430400,    4.304000,    9.168557,  -42.207822, 47078.24680888,466395.66283582,513473.90964470,   1.0836274069
430500,    4.305000,    9.126344,  -42.217628, 46861.49477064,466612.41462229,513473.90939293,   1.0838791771
430600,    4.306000,    9.084122,  -42.227435, 46644.69237770,466829.21676346,513473.90914116,   1.0841309474
430700,    4.307000,    9.041889,  -42.237242, 46427.83963006,467046.06925933,513473.90888939,   1.0843827177
430800,    4.308000,    8.999647,  -42.247048, 46210.93652773,467262.97210989,513473.90863762,   1.0846344881
430900,    4.309000,    8.957395,  -42.256855, 45993.98307071,467479.92531514,513473.90838585,   1.0848862584
431000,    4.310000,    8.915133,  -42.266662, 45776.97925898,467696.92887509,513473.90813408,   1.0851380287
431100,    4.311000,    8.872862,  -42.276468, 45559.92509257,467913.98278974,513473.90788231,   1.0853897990
431200,    4.312000,    8.830580,  -42.286275, 45342.82057146,468131.08705908,513473.90763054,   1.0856415693
431300,    4.313000,    8.788289,  -42.296081, 45125.66569565,468348.24168312,513473.90737877,   1.0858933395
431400,    4.314000,    8.745988,  -42.305888, 44908.46046515,468565.44666185,513473.90712700,   1.0861451098
431500,    4.315000,    8.703677,  -42.315695, 44691.20487995,468782.70199528,513473.90687523,   1.0863968801
431600,    4.316000,    8.661356,  -42.325501, 44473.89894005,469000.00768340,513473.90662346,   1.0866486505
431700,    4.317000,    8.619026,  -42.335308, 44256.54264547,469217.36372622,513473.90637169,   1.0869004207
431800,    4.318000,    8.576686,  -42.345115, 44039.13599618,469434.77012373,513473.90611991,   1.0871521910
431900,    4.319000,    8.534336,  -42.354921, 43821.67899220,469652.22687594,513473.90586814,   1.0874039613
432000,    4.320000,    8.491976,  -42.364728, 43604.17163353,469869.73398285,513473.90561637,   1.0876557316
432100,    4.321000,    8.449606,  -42.374535, 43386.61392015,470087.29144445,513473.90536460,   1.0879075018
432200,    4.322000,    8.407227,  -42.384341, 43169.00585209,470304.89926074,513473.90511283,   1.0881592722
432300,    4.323000,    8.364837,  -42.394148, 42951.34742933,470522.55743174,513473.90486106,   1.0884110424
432400,    4.324000,    8.322438,  -42.403955, 42733.63865187,470740.26595742,513473.90460929,   1.0886628127
432500,    4.325000,    8.280029,  -42.413761, 42515.87951972,470958.02483780,513473.90435752,   1.0889145830
432600,    4.326000,    8.237611,  -42.423568, 42298.07003287,471175.83407288,513473.90410575,   1.0891663533
432700,    4.327000,    8.195182,  -42.433375, 42080.21019133,471393.69366266,513473.90385398,   1.0894181237
432800,    4.328000,    8.152744,  -42.443181, 41862.29999509,471611.60360712,513473.90360221,   1.0896698939
432900,    4.329000,    8.110296,  -42.452988, 41644.33944415,471829.56390629,513473.90335044,   1.0899216642
433000,    4.330000,    8.067838,  -42.462795, 41426.32853852,472047.57456015,513473.90309867,   1.0901734345
433100,    4.331000,    8.025370,  -42.472601, 41208.26727820,472265.63556870,513473.90284690,   1.0904252047
433200,    4.332000,    7.982892,  -42.482408, 40990.15566318,472483.74693195,513473.90259513,   1.0906769750
433300,    4.333000,    7.940405,  -42.492214, 40771.99369346,472701.90864990,513473.90234336,   1.0909287453
433400,    4.334000,    7.897908,  -42.502021, 40553.78136905,472920.12072254,513473.90209159,   1.0911805156
433500,    4.335000,    7.855401,  -42.511828, 40335.51868994,473138.38314988,513473.90183982,   1.0914322858
433600,    4.336000,    7.812884,  -42.521634, 40117.20565614,473356.69593191,513473.90158805,   1.0916840561
433700,    4.337000,    7.770357,  -42.531441, 39898.84226765,473575.05906863,513473.90133628,   1.0919358265
433800,    4.338000,    7.727821,  -42.541248, 39680.42852445,473793.47256006,513473.90108451,   1.0921875967
433900,    4.339000,    7.685275,  -42.551054, 39461.96442656,474011.93640618,513473.90083274,   1.0924393670
434000,    4.340000,    7.642719,  -42.560861, 39243.44997398,474230.45060699,513473.90058097,   1.0926911372
434100,    4.341000,    7.600153,  -42.570668, 39024.88516670,474449.01516250,513473.90032920,   1.0929429075
434200,    4.342000,    7.557577,  -42.580474, 38806.27000473,474667.63007270,513473.90007743,   1.0931946778
434300,    4.343000,    7.514992,  -42.590281, 38587.60448806,474886.29533760,513473.89982566,   1.0934464480
434400,    4.344000,    7.472397,  -42.600088, 38368.88861669,475105.01095720,513473.89957389,   1.0936982183
434500,    4.345000,    7.429792,  -42.609894, 38150.12239063,475323.77693149,513473.89932212,   1.0939499886
434600,    4.346000,    7.387177,  -42.619701, 37931.30580987,475542.59326047,513473.89907035,   1.0942017589
434700,    4.347000,    7.344552,  -42.629508, 37712.43887442,475761.45994416,513473.89881858,   1.0944535292
434800,    4.348000,    7.301918,  -42.639314, 37493.52158427,475980.37698253,513473.89856681,   1.0947052994
434900,    4.349000,    7.259273,  -42.649121, 37274.55393943,476199.34437561,513473.89831504,   1.0949570697
435000,    4.350000,    7.216619,  -42.658928, 37055.53593989,476418.36212337,513473.89806327,   1.0952088399
435100,    4.351000,    7.173956,  -42.668734, 36836.46758566,476637.43022584,513473.89781150,   1.0954606102
435200,    4.352000,    7.131282,  -42.678541, 36617.34887673,476856.54868300,513473.89755973,   1.0957123805
435300,    4.353000,    7.088598,  -42.688347, 36398.17981311,477075.71749485,513473.89730796,   1.0959641507
435400,    4.354000,    7.045905,  -42.698154, 36178.96039479,477294.93666140,513473.89705618,   1.0962159210
435500,    4.355000,    7.003202,  -42.707961, 35959.69062177,477514.20618264,513473.89680441,   1.0964676912
435600,    4.356000,    6.960489,  -42.717767, 35740.37049406,477733.52605858,513473.89655264,   1.0967194616
435700,    4.357000,    6.917766,  -42.727574, 35521.00001165,477952.89628922,513473.89630087,   1.0969712318
435800,    4.358000,    6.875034,  -42.737381, 35301.57917455,478172.31687455,513473.89604910,   1.0972230021
435900,    4.359000,    6.832291,  -42.747187, 35082.10798275,478391.78781458,513473.89579733,   1.0974747723
436000,    4.360000,    6.789539,  -42.756994, 34862.58643626,478611.30910930,513473.89554556,   1.0977265426
436100,    4.361000,    6.746777,  -42.766801, 34643.01453507,478830.88075872,513473.89529379,   1.0979783129
436200,    4.362000,    6.704006,  -42.776607, 34423.39227919,479050.50276283,513473.89504202,   1.0982300831
436300,    4.363000,    6.661224,  -42.786414, 34203.71966861,479270.17512164,513473.89479025,   1.0984818534
436400,    4.364000,    6.618433,  -42.796221, 33983.99670334,479489.89783514,513473.89453848,   1.0987336236
436500,    4.365000,    6.575631,  -42.806027, 33764.22338337,479709.67090334,513473.89428671,   1.0989853939
436600,    4.366000,    6.532821,  -42.815834, 33544.39970870,479929.49432624,513473.89403494,   1.0992371641
436700,    4.367000,    6.490000,  -42.825641, 33324.52567934,480149.36810383,513473.89378317,   1.0994889344
436800,    4.368000,    6.447169,  -42.835447, 33104.60129529,480369.29223611,513473.89353140,   1.0997407046
436900,    4.369000,    6.404329,  -42.845254, 32884.62655654,480589.26672309,513473.89327963,   1.0999924749
