Step,Time_s,Height_m,Velocity_m/s,Potential_Energy_J,Kinetic_Energy_J,Total_Energy_J,Energy_Error_J
252800,    2.528000,   68.663785,  -24.791211,352571.36585657,160902.99093334,513474.35678992,   0.6364821878
252900,    2.529000,   68.638989,  -24.801018,352444.04375741,161030.31278073,513474.35653815,   0.6367339593
253000,    2.530000,   68.614183,  -24.810825,352316.67130355,161157.68498282,513474.35628637,   0.6369857311
253100,    2.531000,   68.589367,  -24.820631,352189.24849500,161285.10753960,513474.35603460,   0.6372375026
253200,    2.532000,   68.564542,  -24.830438,352061.77533175,161412.58045108,513474.35578283,   0.6374892742
253300,    2.533000,   68.539706,  -24.840244,351934.25181381,161540.10371725,513474.35553106,   0.6377410459
253400,    2.534000,   68.514861,  -24.850051,351806.67794117,161667.67733812,513474.35527929,   0.6379928174
253500,    2.535000,   68.490006,  -24.859858,351679.05371383,161795.30131369,513474.35502752,   0.6382445890
253600,    2.536000,   68.465141,  -24.869664,351551.37913180,161922.97564395,513474.35477575,   0.6384963606
253700,    2.537000,   68.440267,  -24.879471,351423.65419507,162050.70032890,513474.35452397,   0.6387481323
253800,    2.538000,   68.415382,  -24.889278,351295.87890365,162178.47536855,513474.35427220,   0.6389999037
253900,    2.539000,   68.390488,  -24.899084,351168.05325753,162306.30076290,513474.35402043,   0.6392516754
254000,    2.540000,   68.365584,  -24.908891,351040.17725672,162434.17651194,513474.35376866,   0.6395034470
254100,    2.541000,   68.340670,  -24.918698,350912.25090121,162562.10261567,513474.35351689,   0.6397552186
254200,    2.542000,   68.315746,  -24.928504,350784.27419101,162690.07907411,513474.35326512,   0.6400069902
254300,    2.543000,   68.290813,  -24.938311,350656.24712611,162818.10588723,513474.35301334,   0.6402587619
254400,    2.544000,   68.265870,  -24.948118,350528.16970652,162946.18305506,513474.35276157,   0.6405105335
254500,    2.545000,   68.240917,  -24.957924,350400.04193223,163074.31057757,513474.35250980,   0.6407623049
254600,    2.546000,   68.215954,  -24.967731,350271.86380324,163202.48845479,513474.35225803,   0.6410140766
254700,    2.547000,   68.190981,  -24.977538,350143.63531956,163330.71668670,513474.35200626,   0.6412658482
254800,    2.548000,   68.165999,  -24.987344,350015.35648118,163458.99527330,513474.35175449,   0.6415176199
254900,    2.549000,   68.141006,  -24.997151,349887.02728811,163587.32421460,513474.35150271,   0.6417693913
255000,    2.550000,   68.116004,  -25.006958,349758.64774035,163715.70351060,513474.35125094,   0.6420211631
255100,    2.551000,   68.090992,  -25.016764,349630.21783788,163844.13316129,513474.35099917,   0.6422729346
255200,    2.552000,   68.065971,  -25.026571,349501.73758073,163972.61316667,513474.35074740,   0.6425247061
255300,    2.553000,   68.040939,  -25.036377,349373.20696887,164101.14352676,513474.35049563,   0.6427764777
255400,    2.554000,   68.015898,  -25.046184,349244.62600232,164229.72424153,513474.35024386,   0.6430282494
255500,    2.555000,   67.990847,  -25.055991,349115.99468108,164358.35531100,513474.34999208,   0.6432800209
255600,    2.556000,   67.965786,  -25.065797,348987.31300514,164487.03673517,513474.34974031,   0.6435317925
255700,    2.557000,   67.940715,  -25.075604,348858.58097451,164615.76851404,513474.34948854,   0.6437835642
255800,    2.558000,   67.915634,  -25.085411,348729.79858918,164744.55064759,513474.34923677,   0.6440353357
255900,    2.559000,   67.890544,  -25.095217,348600.96584915,164873.38313585,513474.34898500,   0.6442871073
256000,    2.560000,   67.865444,  -25.105024,348472.08275443,165002.26597880,513474.34873323,   0.6445388789
256100,    2.561000,   67.840334,  -25.114831,348343.14930501,165131.19917644,513474.34848146,   0.6447906505
256200,    2.562000,   67.815214,  -25.124637,348214.16550090,165260.18272878,513474.34822968,   0.6450424220
256300,    2.563000,   67.790084,  -25.134444,348085.13134209,165389.21663582,513474.34797791,   0.6452941936
256400,    2.564000,   67.764945,  -25.144251,347956.04682859,165518.30089755,513474.34772614,   0.6455459652
256500,    2.565000,   67.739796,  -25.154057,347826.91196039,165647.43551398,513474.34747437,   0.6457977368
256600,    2.566000,   67.714637,  -25.163864,347697.72673750,165776.62048510,513474.34722260,   0.6460495084
256700,    2.567000,   67.689468,  -25.173671,347568.49115991,165905.85581092,513474.34697083,   0.6463012801
256800,    2.568000,   67.664289,  -25.183477,347439.20522762,166035.14149143,513474.34671905,   0.6465530516
256900,    2.569000,   67.639101,  -25.193284,347309.86894064,166164.47752664,513474.34646728,   0.6468048231
257000,    2.570000,   67.613903,  -25.203091,347180.48229897,166293.86391654,513474.34621551,   0.6470565948
257100,    2.571000,   67.588695,  -25.212897,347051.04530260,166423.30066114,513474.34596374,   0.6473083664
257200,    2.572000,   67.563477,  -25.222704,346921.55795153,166552.78776044,513474.34571197,   0.6475601378
257300,    2.573000,   67.538249,  -25.232510,346792.02024577,166682.32521443,513474.34546020,   0.6478119094
257400,    2.574000,   67.513012,  -25.242317,346662.43218531,166811.91302311,513474.34520842,   0.6480636811
257500,    2.575000,   67.487764,  -25.252124,346532.79377016,166941.55118649,513474.34495665,   0.6483154527
257600,    2.576000,   67.462507,  -25.261930,346403.10500031,167071.23970457,513474.34470488,   0.6485672242
257700,    2.577000,   67.437240,  -25.271737,346273.36587577,167200.97857734,513474.34445311,   0.6488189958
257800,    2.578000,   67.411964,  -25.281544,346143.57639653,167330.76780481,513474.34420134,   0.6490707674
257900,    2.579000,   67.386677,  -25.291350,346013.73656259,167460.60738697,513474.34394957,   0.6493225389
258000,    2.580000,   67.361381,  -25.301157,345883.84637396,167590.49732383,513474.34369780,   0.6495743104
258100,    2.581000,   67.336075,  -25.310964,345753.90583064,167720.43761538,513474.34344602,   0.6498260822
258200,    2.582000,   67.310759,  -25.320770,345623.91493262,167850.42826163,513474.34319425,   0.6500778536
258300,    2.583000,   67.285433,  -25.330577,345493.87367990,167980.46926258,513474.34294248,   0.6503296253
258400,    2.584000,   67.260098,  -25.340384,345363.78207249,168110.56061822,513474.34269071,   0.6505813968
258500,    2.585000,   67.234752,  -25.350190,345233.64011038,168240.70232855,513474.34243894,   0.6508331684
258600,    2.586000,   67.209397,  -25.359997,345103.44779358,168370.89439358,513474.34218717,   0.6510849399
258700,    2.587000,   67.184032,  -25.369804,344973.20512208,168501.13681331,513474.34193539,   0.6513367115
258800,    2.588000,   67.158658,  -25.379610,344842.91209589,168631.42958773,513474.34168362,   0.6515884832
258900,    2.589000,   67.133273,  -25.389417,344712.56871500,168761.77271685,513474.34143185,   0.6518402546
259000,    2.590000,   67.107879,  -25.399224,344582.17497942,168892.16620066,513474.34118008,   0.6520920261
259100,    2.591000,   67.082474,  -25.409030,344451.73088914,169022.61003917,513474.34092831,   0.6523437978
259200,    2.592000,   67.057060,  -25.418837,344321.23644416,169153.10423237,513474.34067654,   0.6525955694
259300,    2.593000,   67.031637,  -25.428643,344190.69164449,169283.64878027,513474.34042476,   0.6528473409
259400,    2.594000,   67.006203,  -25.438450,344060.09649013,169414.24368287,513474.34017299,   0.6530991125
259500,    2.595000,   66.980760,  -25.448257,343929.45098107,169544.88894016,513474.33992122,   0.6533508841
259600,    2.596000,   66.955306,  -25.458063,343798.75511731,169675.58455214,513474.33966945,   0.6536026556
259700,    2.597000,   66.929843,  -25.467870,343668.00889886,169806.33051882,513474.33941768,   0.6538544272
259800,    2.598000,   66.904371,  -25.477677,343537.21232571,169937.12684020,513474.33916591,   0.6541061989
259900,    2.599000,   66.878888,  -25.487483,343406.36539787,170067.97351627,513474.33891414,   0.6543579703
260000,    2.600000,   66.853396,  -25.497290,343275.46811533,170198.87054704,513474.33866236,   0.6546097418
260100,    2.601000,   66.827893,  -25.507097,343144.52047809,170329.81793250,513474.33841059,   0.6548615135
260200,    2.602000,   66.802381,  -25.516903,343013.52248617,170460.81567266,513474.33815882,   0.6551132850
260300,    2.603000,   66.776859,  -25.526710,342882.47413954,170591.86376751,513474.33790705,   0.6553650565
260400,    2.604000,   66.751328,  -25.536517,342751.37543822,170722.96221706,513474.33765528,   0.6556168281
260500,    2.605000,   66.725786,  -25.546323,342620.22638221,170854.11102130,513474.33740351,   0.6558685997
260600,    2.606000,   66.700235,  -25.556130,342489.02697149,170985.31018024,513474.33715173,   0.6561203712
260700,    2.607000,   66.674674,  -25.565937,342357.77720609,171116.55969387,513474.33689996,   0.6563721428
260800,    2.608000,   66.649103,  -25.575743,342226.47708599,171247.85956221,513474.33664819,   0.6566239144
260900,    2.609000,   66.623522,  -25.585550,342095.12661119,171379.20978523,513474.33639642,   0.6568756858
261000,    2.610000,   66.597932,  -25.595357,341963.72578170,171510.61036295,513474.33614465,   0.6571274575
261100,    2.611000,   66.572331,  -25.605163,341832.27459751,171642.06129537,513474.33589288,   0.6573792290
261200,    2.612000,   66.546721,  -25.614970,341700.77305862,171773.56258248,513474.33564111,   0.6576310006
261300,    2.613000,   66.521101,  -25.624776,341569.22116505,171905.11422429,513474.33538933,   0.6578827722
261400,    2.614000,   66.495472,  -25.634583,341437.61891677,172036.71622079,513474.33513756,   0.6581345437
261500,    2.615000,   66.469832,  -25.644390,341305.96631380,172168.36857199,513474.33488579,   0.6583863154
261600,    2.616000,   66.444183,  -25.654196,341174.26335614,172300.07127788,513474.33463402,   0.6586380868
261700,    2.617000,   66.418524,  -25.664003,341042.51004378,172431.82433847,513474.33438225,   0.6588898583
261800,    2.618000,   66.392855,  -25.673810,340910.70637672,172563.62775376,513474.33413048,   0.6591416299
261900,    2.619000,   66.367176,  -25.683616,340778.85235497,172695.48152374,513474.33387870,   0.6593934015
262000,    2.620000,   66.341487,  -25.693423,340646.94797852,172827.38564841,513474.33362693,   0.6596451729
262100,    2.621000,   66.315789,  -25.703230,340514.99324738,172959.34012778,513474.33337516,   0.6598969446
262200,    2.622000,   66.290081,  -25.713036,340382.98816154,173091.34496185,513474.33312339,   0.6601487161
262300,    2.623000,   66.264363,  -25.722843,340250.93272101,173223.40015061,513474.33287162,   0.6604004877
262400,    2.624000,   66.238635,  -25.732650,340118.82692578,173355.50569407,513474.33261985,   0.6606522592
262500,    2.625000,   66.212897,  -25.742456,339986.67077586,173487.66159222,513474.33236807,   0.6609040308
262600,    2.626000,   66.187150,  -25.752263,339854.46427124,173619.86784507,513474.33211630,   0.6611558024
262700,    2.627000,   66.161393,  -25.762070,339722.20741192,173752.12445261,513474.33186453,   0.6614075738
262800,    2.628000,   66.135626,  -25.771876,339589.90019791,173884.43141485,513474.33161276,   0.6616593454
262900,    2.629000,   66.109849,  -25.781683,339457.54262920,174016.78873178,513474.33136099,   0.6619111169
263000,    2.630000,   66.084062,  -25.791490,339325.13470580,174149.19640341,513474.33110922,   0.6621628884
263100,    2.631000,   66.058266,  -25.801296,339192.67642771,174281.65442974,513474.33085745,   0.6624146599
263200,    2.632000,   66.032460,  -25.811103,339060.16779491,174414.16281076,513474.33060567,   0.6626664316
263300,    2.633000,   66.006644,  -25.820909,338927.60880743,174546.72154648,513474.33035390,   0.6629182030
263400,    2.634000,   65.980818,  -25.830716,338794.99946524,174679.33063689,513474.33010213,   0.6631699745
263500,    2.635000,   65.954982,  -25.840523,338662.33976837,174811.99008199,513474.32985036,   0.6634217461
263600,    2.636000,   65.929137,  -25.850329,338529.62971679,174944.69988180,513474.32959859,   0.6636735176
263700,    2.637000,   65.903281,  -25.860136,338396.86931052,175077.46003629,513474.32934682,   0.6639252891
263800,    2.638000,   65.877416,  -25.869943,338264.05854956,175210.27054549,513474.32909505,   0.6641770607
263900,    2.639000,   65.851541,  -25.879749,338131.19743390,175343.13140937,513474.32884327,   0.6644288323
264000,    2.640000,   65.825657,  -25.889556,337998.28596354,175476.04262796,513474.32859150,   0.6646806036
264100,    2.641000,   65.799762,  -25.899363,337865.32413849,175609.00420124,513474.32833973,   0.6649323752
264200,    2.642000,   65.773858,  -25.909169,337732.31195875,175742.01612921,513474.32808796,   0.6651841468
264300,    2.643000,   65.747944,  -25.918976,337599.24942430,175875.07841188,513474.32783619,   0.6654359183
264400,    2.644000,   65.722020,  -25.928783,337466.13653517,176008.19104925,513474.32758442,   0.6656876897
264500,    2.645000,   65.696086,  -25.938589,337332.97329133,176141.35404131,513474.32733264,   0.6659394613
264600,    2.646000,   65.670142,  -25.948396,337199.75969281,176274.56738807,513474.32708087,   0.6661912329
264700,    2.647000,   65.644189,  -25.958203,337066.49573958,176407.83108952,513474.32682910,   0.6664430042
264800,    2.648000,   65.618226,  -25.968009,336933.18143166,176541.14514567,513474.32657733,   0.6666947759
264900,    2.649000,   65.592253,  -25.977816,336799.81676905,176674.50955651,513474.32632556,   0.6669465474
265000,    2.650000,   65.566270,  -25.987623,336666.40175174,176807.92432205,513474.32607379,   0.6671983189
265100,    2.651000,   65.540278,  -25.997429,336532.93637973,176941.38944228,513474.32582202,   0.6674500903
265200,    2.652000,   65.514275,  -26.007236,336399.42065303,177074.90491721,513474.32557024,   0.6677018619
265300,    2.653000,   65.488263,  -26.017042,336265.85457164,177208.47074683,513474.32531847,   0.6679536335
265400,    2.654000,   65.462241,  -26.026849,336132.23813555,177342.08693115,513474.32506670,   0.6682054049
265500,    2.655000,   65.436209,  -26.036656,335998.57134476,177475.75347017,513474.32481493,   0.6684571765
265600,    2.656000,   65.410168,  -26.046462,335864.85419928,177609.47036388,513474.32456316,   0.6687089480
265700,    2.657000,   65.384116,  -26.056269,335731.08669910,177743.23761229,513474.32431139,   0.6689607195
265800,    2.658000,   65.358055,  -26.066076,335597.26884423,177877.05521539,513474.32405961,   0.6692124910
265900,    2.659000,   65.331984,  -26.075882,335463.40063466,178010.92317319,513474.32380784,   0.6694642626
266000,    2.660000,   65.305903,  -26.085689,335329.48207039,178144.84148568,513474.32355607,   0.6697160340
266100,    2.661000,   65.279813,  -26.095496,335195.51315143,178278.81015287,513474.32330430,   0.6699678056
266200,    2.662000,   65.253712,  -26.105302,335061.49387778,178412.82917475,513474.32305253,   0.6702195770
266300,    2.663000,   65.227602,  -26.115109,334927.42424943,178546.89855133,513474.32280076,   0.6704713486
266400,    2.664000,   65.201482,  -26.124916,334793.30426638,178681.01828260,513474.32254899,   0.6707231201
266500,    2.665000,   65.175352,  -26.134722,334659.13392864,178815.18836857,513474.32229721,   0.6709748916
266600,    2.666000,   65.149212,  -26.144529,334524.91323621,178949.40880924,513474.32204544,   0.6712266632
266700,    2.667000,   65.123063,  -26.154336,334390.64218907,179083.67960460,513474.32179367,   0.6714784346
266800,    2.668000,   65.096903,  -26.164142,334256.32078725,179218.00075465,513474.32154190,   0.6717302061
266900,    2.669000,   65.070734,  -26.173949,334121.94903072,179352.37225941,513474.32129013,   0.6719819777
267000,    2.670000,   65.044555,  -26.183756,333987.52691950,179486.79411885,513474.32103836,   0.6722337492
267100,    2.671000,   65.018367,  -26.193562,333853.05445359,179621.26633299,513474.32078659,   0.6724855207
267200,    2.672000,   64.992168,  -26.203369,333718.53163298,179755.78890183,513474.32053481,   0.6727372922
267300,    2.673000,   64.965960,  -26.213175,333583.95845768,179890.36182537,513474.32028304,   0.6729890637
267400,    2.674000,   64.939742,  -26.222982,333449.33492768,180024.98510359,513474.32003127,   0.6732408351
267500,    2.675000,   64.913514,  -26.232789,333314.66104298,180159.65873652,513474.31977950,   0.6734926067
267600,    2.676000,   64.887276,  -26.242595,333179.93680359,180294.38272414,513474.31952773,   0.6737443782
267700,    2.677000,   64.861029,  -26.252402,333045.16220950,180429.15706645,513474.31927596,   0.6739961497
267800,    2.678000,   64.834771,  -26.262209,332910.33726072,180563.98176346,513474.31902418,   0.6742479212
267900,    2.679000,   64.808504,  -26.272015,332775.46195725,180698.85681517,513474.31877241,   0.6744996927
268000,    2.680000,   64.782227,  -26.281822,332640.53629907,180833.78222157,513474.31852064,   0.6747514642
268100,    2.681000,   64.755940,  -26.291629,332505.56028620,180968.75798267,513474.31826887,   0.6750032358
268200,    2.682000,   64.729644,  -26.301435,332370.53391864,181103.78409846,513474.31801710,   0.6752550071
268300,    2.683000,   64.703337,  -26.311242,332235.45719638,181238.86056895,513474.31776533,   0.6755067788
268400,    2.684000,   64.677021,  -26.321049,332100.33011943,181373.98739413,513474.31751356,   0.6757585501
268500,    2.685000,   64.650695,  -26.330855,331965.15268778,181509.16457401,513474.31726178,   0.6760103217
268600,    2.686000,   64.624359,  -26.340662,331829.92490143,181644.39210858,513474.31701001,   0.6762620932
268700,    2.687000,   64.598014,  -26.350469,331694.64676039,181779.66999785,513474.31675824,   0.6765138647
268800,    2.688000,   64.571658,  -26.360275,331559.31826466,181914.99824181,513474.31650647,   0.6767656362
268900,    2.689000,   64.545293,  -26.370082,331423.93941422,182050.37684047,513474.31625470,   0.6770174076
269000,    2.690000,   64.518918,  -26.379889,331288.51020910,182185.80579383,513474.31600293,   0.6772691793
269100,    2.691000,   64.492533,  -26.389695,331153.03064928,182321.28510188,513474.31575116,   0.6775209506
269200,    2.692000,   64.466139,  -26.399502,331017.50073476,182456.81476463,513474.31549938,   0.6777727221
269300,    2.693000,   64.439734,  -26.409308,330881.92046554,182592.39478207,513474.31524761,   0.6780244936
269400,    2.694000,   64.413320,  -26.419115,330746.28984164,182728.02515420,513474.31499584,   0.6782762651
269500,    2.695000,   64.386896,  -26.428922,330610.60886303,182863.70588104,513474.31474407,   0.6785280365
269600,    2.696000,   64.360462,  -26.438728,330474.87752973,182999.43696257,513474.31449230,   0.6787798080
269700,    2.697000,   64.334018,  -26.448535,330339.09584174,183135.21839879,513474.31424053,   0.6790315796
269800,    2.698000,   64.307565,  -26.458342,330203.26379905,183271.05018971,513474.31398875,   0.6792833510
269900,    2.699000,   64.281101,  -26.468148,330067.38140166,183406.93233532,513474.31373698,   0.6795351226
270000,    2.700000,   64.254628,  -26.477955,329931.44864958,183542.86483563,513474.31348521,   0.6797868941
270100,    2.701000,   64.228145,  -26.487762,329795.46554280,183678.84769064,513474.31323344,   0.6800386656
270200,    2.702000,   64.201653,  -26.497568,329659.43208133,183814.88090034,513474.31298167,   0.6802904370
270300,    2.703000,   64.175150,  -26.507375,329523.34826516,183950.96446473,513474.31272990,   0.6805422085
270400,    2.704000,   64.148638,  -26.517182,329387.21409430,184087.09838382,513474.31247813,   0.6807939800
270500,    2.705000,   64.122116,  -26.526988,329251.02956874,184223.28265761,513474.31222635,   0.6810457514
270600,    2.706000,   64.095584,  -26.536795,329114.79468849,184359.51728609,513474.31197458,   0.6812975229
270700,    2.707000,   64.069042,  -26.546602,328978.50945354,184495.80226927,513474.31172281,   0.6815492946
270800,    2.708000,   64.042491,  -26.556408,328842.17386389,184632.13760714,513474.31147104,   0.6818010659
270900,    2.709000,   64.015929,  -26.566215,328705.78791955,184768.52329971,513474.31121927,   0.6820528373
271000,    2.710000,   63.989358,  -26.576022,328569.35162052,184904.95934698,513474.31096750,   0.6823046088
271100,    2.711000,   63.962777,  -26.585828,328432.86496679,185041.44574894,513474.31071573,   0.6825563802
271200,    2.712000,   63.936186,  -26.595635,328296.32795836,185177.98250559,513474.31046395,   0.6828081519
271300,    2.713000,   63.909586,  -26.605441,328159.74059524,185314.56961694,513474.31021218,   0.6830599233
271400,    2.714000,   63.882975,  -26.615248,328023.10287742,185451.20708299,513474.30996041,   0.6833116947
271500,    2.715000,   63.856355,  -26.625055,327886.41480491,185587.89490373,513474.30970864,   0.6835634662
271600,    2.716000,   63.829725,  -26.634861,327749.67637770,185724.63307917,513474.30945687,   0.6838152377
271700,    2.717000,   63.803085,  -26.644668,327612.88759580,185861.42160930,513474.30920510,   0.6840670091
271800,    2.718000,   63.776436,  -26.654475,327476.04845920,185998.26049412,513474.30895333,   0.6843187806
271900,    2.719000,   63.749776,  -26.664281,327339.15896791,186135.14973365,513474.30870155,   0.6845705521
272000,    2.720000,   63.723107,  -26.674088,327202.21912192,186272.08932787,513474.30844978,   0.6848223235
272100,    2.721000,   63.696428,  -26.683895,327065.22892123,186409.07927678,513474.30819801,   0.6850740950
272200,    2.722000,   63.669739,  -26.693701,326928.18836585,186546.11958039,513474.30794624,   0.6853258666
272300,    2.723000,   63.643040,  -26.703508,326791.09745577,186683.21023869,513474.30769447,   0.6855776380
272400,    2.724000,   63.616332,  -26.713315,326653.95619100,186820.35125169,513474.30744270,   0.6858294093
272500,    2.725000,   63.589614,  -26.723121,326516.76457154,186957.54261939,513474.30719092,   0.6860811809
272600,    2.726000,   63.562886,  -26.732928,326379.52259737,187094.78434178,513474.30693915,   0.6863329524
272700,    2.727000,   63.536148,  -26.742735,326242.23026852,187232.07641887,513474.30668738,   0.6865847238
272800,    2.728000,   63.509400,  -26.752541,326104.88758496,187369.41885065,513474.30643561,   0.6868364953
272900,    2.729000,   63.482643,  -26.762348,325967.49454671,187506.81163713,513474.30618384,   0.6870882668
273000,    2.730000,   63.455875,  -26.772155,325830.05115377,187644.25477830,513474.30593207,   0.6873400382
273100,    2.731000,   63.429098,  -26.781961,325692.55740613,187781.74827417,513474.30568030,   0.6875918096
273200,    2.732000,   63.402311,  -26.791768,325555.01330380,187919.29212473,513474.30542852,   0.6878435811
273300,    2.733000,   63.375515,  -26.801574,325417.41884677,188056.88632999,513474.30517675,   0.6880953526
273400,    2.734000,   63.348708,  -26.811381,325279.77403504,188194.53088994,513474.30492498,   0.6883471240
273500,    2.735000,   63.321892,  -26.821188,325142.07886862,188332.22580459,513474.30467321,   0.6885988955
273600,    2.736000,   63.295066,  -26.830994,325004.33334750,188469.97107394,513474.30442144,   0.6888506670
273700,    2.737000,   63.268230,  -26.840801,324866.53747169,188607.76669798,513474.30416967,   0.6891024385
273800,    2.738000,   63.241384,  -26.850608,324728.69124118,188745.61267671,513474.30391790,   0.6893542098
273900,    2.739000,   63.214528,  -26.860414,324590.79465598,188883.50901015,513474.30366612,   0.6896059814
274000,    2.740000,   63.187663,  -26.870221,324452.84771608,189021.45569827,513474.30341435,   0.6898577528
274100,    2.741000,   63.160788,  -26.880028,324314.85042149,189159.45274109,513474.30316258,   0.6901095242
274200,    2.742000,   63.133903,  -26.889834,324176.80277220,189297.50013861,513474.30291081,   0.6903612957
274300,    2.743000,   63.107008,  -26.899641,324038.70476821,189435.59789083,513474.30265904,   0.6906130672
274400,    2.744000,   63.080103,  -26.909448,323900.55640953,189573.74599773,513474.30240727,   0.6908648386
274500,    2.745000,   63.053189,  -26.919254,323762.35769616,189711.94445934,513474.30215550,   0.6911166101
274600,    2.746000,   63.026265,  -26.929061,323624.10862809,189850.19327564,513474.30190372,   0.6913683816
274700,    2.747000,   62.999331,  -26.938868,323485.80920532,189988.49244663,513474.30165195,   0.6916201530
274800,    2.748000,   62.972387,  -26.948674,323347.45942786,190126.84197232,513474.30140018,   0.6918719244
274900,    2.749000,   62.945433,  -26.958481,323209.05929570,190265.24185271,513474.30114841,   0.6921236959
275000,    2.750000,   62.918470,  -26.968288,323070.60880885,190403.69208779,513474.30089664,   0.6923754673
275100,    2.751000,   62.891497,  -26.978094,322932.10796730,190542.19267757,513474.30064487,   0.6926272387
275200,    2.752000,   62.864514,  -26.987901,322793.55677106,190680.74362204,513474.30039310,   0.6928790103
275300,    2.753000,   62.837521,  -26.997707,322654.95522012,190819.34492121,513474.30014132,   0.6931307818
275400,    2.754000,   62.810518,  -27.007514,322516.30331448,190957.99657507,513474.29988955,   0.6933825531
275500,    2.755000,   62.783506,  -27.017321,322377.60105415,191096.69858363,513474.29963778,   0.6936343245
275600,    2.756000,   62.756483,  -27.027127,322238.84843913,191235.45094688,513474.29938601,   0.6938860960
275700,    2.757000,   62.729451,  -27.036934,322100.04546941,191374.25366483,513474.29913424,   0.6941378675
275800,    2.758000,   62.702409,  -27.046741,321961.19214499,191513.10673747,513474.29888247,   0.6943896388
275900,    2.759000,   62.675358,  -27.056547,321822.28846588,191652.01016481,513474.29863070,   0.6946414104
276000,    2.760000,   62.648296,  -27.066354,321683.33443207,191790.96394685,513474.29837892,   0.6948931818
276100,    2.761000,   62.621225,  -27.076161,321544.33004357,191929.96808358,513474.29812715,   0.6951449531
276200,    2.762000,   62.594144,  -27.085967,321405.27530037,192069.02257501,513474.29787538,   0.6953967246
276300,    2.763000,   62.567053,  -27.095774,321266.17020248,192208.12742113,513474.29762361,   0.6956484962
276400,    2.764000,   62.539952,  -27.105581,321127.01474989,192347.28262195,513474.29737184,   0.6959002676
276500,    2.765000,   62.512842,  -27.115387,320987.80894261,192486.48817746,513474.29712007,   0.6961520389
276600,    2.766000,   62.485721,  -27.125194,320848.55278063,192625.74408767,513474.29686830,   0.6964038105
276700,    2.767000,   62.458591,  -27.135001,320709.24626395,192765.05035257,513474.29661652,   0.6966555819
276800,    2.768000,   62.431451,  -27.144807,320569.88939258,192904.40697217,513474.29636475,   0.6969073533
276900,    2.769000,   62.404301,  -27.154614,320430.48216652,193043.81394646,513474.29611298,   0.6971591247
277000,    2.770000,   62.377142,  -27.164421,320291.02458576,193183.27127545,513474.29586121,   0.6974108961
277100,    2.771000,   62.349972,  -27.174227,320151.51665030,193322.77895914,513474.29560944,   0.6976626675
277200,    2.772000,   62.322793,  -27.184034,320011.95836015,193462.33699752,513474.29535767,   0.6979144390
277300,    2.773000,   62.295604,  -27.193840,319872.34971530,193601.94539059,513474.29510590,   0.6981662105
277400,    2.774000,   62.268405,  -27.203647,319732.69071576,193741.60413837,513474.29485412,   0.6984179819
277500,    2.775000,   62.241197,  -27.213454,319592.98136152,193881.31324083,513474.29460235,   0.6986697533
277600,    2.776000,   62.213978,  -27.223260,319453.22165259,194021.07269800,513474.29435058,   0.6989215247
277700,    2.777000,   62.186750,  -27.233067,319313.41158896,194160.88250985,513474.29409881,   0.6991732962
277800,    2.778000,   62.159512,  -27.242874,319173.55117063,194300.74267641,513474.29384704,   0.6994250676
277900,    2.779000,   62.132264,  -27.252680,319033.64039761,194440.65319766,513474.29359527,   0.6996768390
278000,    2.780000,   62.105007,  -27.262487,318893.67926990,194580.61407360,513474.29334350,   0.6999286105
278100,    2.781000,   62.077739,  -27.272294,318753.66778749,194720.62530424,513474.29309172,   0.7001803818
278200,    2.782000,   62.050462,  -27.282100,318613.60595038,194860.68688957,513474.29283995,   0.7004321532
278300,    2.783000,   62.023175,  -27.291907,318473.49375858,195000.79882960,513474.29258818,   0.7006839248
278400,    2.784000,   61.995878,  -27.301714,318333.33121208,195140.96112433,513474.29233641,   0.7009356962
278500,    2.785000,   61.968571,  -27.311520,318193.11831089,195281.17377375,513474.29208464,   0.7011874675
278600,    2.786000,   61.941255,  -27.321327,318052.85505500,195421.43677787,513474.29183287,   0.7014392390
278700,    2.787000,   61.913929,  -27.331134,317912.54144442,195561.75013668,513474.29158110,   0.7016910104
278800,    2.788000,   61.886593,  -27.340940,317772.17747914,195702.11385019,513474.29132932,   0.7019427818
278900,    2.789000,   61.859247,  -27.350747,317631.76315916,195842.52791839,513474.29107755,   0.7021945532
279000,    2.790000,   61.831891,  -27.360554,317491.29848449,195982.99234129,513474.29082578,   0.7024463247
279100,    2.791000,   61.804526,  -27.370360,317350.78345513,196123.50711888,513474.29057401,   0.7026980961
279200,    2.792000,   61.777150,  -27.380167,317210.21807107,196264.07225117,513474.29032224,   0.7029498675
279300,    2.793000,   61.749765,  -27.389973,317069.60233231,196404.68773816,513474.29007047,   0.7032016389
279400,    2.794000,   61.722370,  -27.399780,316928.93623886,196545.35357984,513474.28981870,   0.7034534104
279500,    2.795000,   61.694965,  -27.409587,316788.21979071,196686.06977621,513474.28956692,   0.7037051817
279600,    2.796000,   61.667551,  -27.419393,316647.45298787,196826.83632728,513474.28931515,   0.7039569532
279700,    2.797000,   61.640127,  -27.429200,316506.63583033,196967.65323305,513474.28906338,   0.7042087247
279800,    2.798000,   61.612692,  -27.439007,316365.76831810,197108.52049351,513474.28881161,   0.7044604960
279900,    2.799000,   61.585248,  -27.448813,316224.85045117,197249.43810867,513474.28855984,   0.7047122673
280000,    2.800000,   61.557795,  -27.458620,316083.88222955,197390.40607852,513474.28830807,   0.7049640389
