Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
42900,     0.42900000,1,    10.00000000,     9.09756613,     0.00000000,     0.00000000,    -4.20705285,     0.00000000,     0.00000000,***************,     0.00000000
