Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
22000,     0.22000000,1,    10.00000000,     9.76266828,     0.00000000,     0.00000000,    -2.15746300,     0.00000000,     0.00000000,***************,     0.00000000
