Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
69300,     0.69300000,1,    10.00000000,     7.64514909,     0.00000000,     0.00000000,    -6.79600845,     0.00000000,     0.00000000,***************,     0.00000000
