Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
37000,     0.37000000,1,    10.00000000,     9.32871667,     0.00000000,     0.00000000,    -3.62846050,     0.00000000,     0.00000000,***************,     0.00000000
