Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
28900,     0.28900000,1,    10.00000000,     9.59045522,     0.00000000,     0.00000000,    -2.83412185,     0.00000000,     0.00000000,***************,     0.00000000
