Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
70700,     0.70700000,1,    10.00000000,     7.54904324,     0.00000000,     0.00000000,    -6.93330155,     0.00000000,     0.00000000,***************,     0.00000000
