Step,Time,Particle,X,Z,Angle,Vx,Vz,Va,Fx,Fz,Fm
28500,     0.28500000,1,    10.00000000,     9.60171345,     0.00000000,     0.00000000,    -2.79489525,     0.00000000,     0.00000000,***************,     0.00000000
